epoch_type,n_start,n_end,length
SHOCK_FREE,251768,251817,50
SHOCK_FREE,251820,251889,70
SHOCK_FREE,251900,251927,28
SHOCK_FREE,251930,251961,32
SHOCK_FREE,251964,252017,54
SHOCK_FREE,252020,252039,20
SHOCK_FREE,252068,252165,98
SHOCK_FREE,252222,252249,28
SHOCK_FREE,252270,252297,28
SHOCK_FREE,252312,252335,24
SHOCK_FREE,252354,252395,42
SHOCK_FREE,252408,252485,78
SHOCK_FREE,252488,252519,32
SHOCK_FREE,252522,252585,64
SHOCK_FREE,252588,252611,24
SHOCK_FREE,252662,252749,88
SHOCK_FREE,252752,252779,28
SHOCK_FREE,252788,252807,20
SHOCK_FREE,252810,252851,42
SHOCK_FREE,252860,252951,92
SHOCK_FREE,252962,252995,34
SHOCK_FREE,253040,253085,46
SHOCK_FREE,253088,253109,22
SHOCK_FREE,253172,253215,44
SHOCK_FREE,253304,253395,92
SHOCK_FREE,253412,253455,44
SHOCK_FREE,253460,253557,98
SHOCK_FREE,253598,253617,20
SHOCK_FREE,253620,253695,76
SHOCK_FREE,253698,253721,24
SHOCK_FREE,253728,253805,78
SHOCK_FREE,253808,253841,34
SHOCK_FREE,253844,253871,28
SHOCK_FREE,253890,253925,36
SHOCK_FREE,253934,253959,26
SHOCK_FREE,253962,253989,28
SHOCK_FREE,253992,254015,24
SHOCK_FREE,254018,254055,38
SHOCK_FREE,254058,254099,42
SHOCK_FREE,254124,254169,46
SHOCK_FREE,254204,254261,58
SHOCK_FREE,254264,254295,32
SHOCK_FREE,254298,254319,22
SHOCK_FREE,254382,254475,94
SHOCK_FREE,254568,254639,72
SHOCK_FREE,254642,254667,26
SHOCK_FREE,254720,254741,22
SHOCK_FREE,254768,254865,98
SHOCK_FREE,254868,254919,52
SHOCK_FREE,254922,254949,28
SHOCK_FREE,254958,254979,22
SHOCK_FREE,254982,255009,28
SHOCK_FREE,255030,255065,36
SHOCK_FREE,255068,255107,40
SHOCK_FREE,255110,255129,20
SHOCK_FREE,255132,255167,36
SHOCK_FREE,255170,255269,100
SHOCK_FREE,255272,255315,44
SHOCK_FREE,255332,255371,40
SHOCK_FREE,255374,255395,22
SHOCK_FREE,255398,255419,22
SHOCK_FREE,255450,255479,30
SHOCK_FREE,255510,255545,36
SHOCK_FREE,255548,255579,32
SHOCK_FREE,255644,255675,32
SHOCK_FREE,255678,255699,22
SHOCK_FREE,255702,255767,66
SHOCK_FREE,255824,255861,38
SHOCK_FREE,255864,255941,78
SHOCK_FREE,255954,255989,36
SHOCK_FREE,255992,256025,34
SHOCK_FREE,256028,256049,22
SHOCK_FREE,256052,256071,20
SHOCK_FREE,256074,256109,36
SHOCK_FREE,256112,256157,46
SHOCK_FREE,256184,256211,28
SHOCK_FREE,256298,256325,28
SHOCK_FREE,256328,256349,22
SHOCK_FREE,256358,256377,20
SHOCK_FREE,256398,256427,30
SHOCK_FREE,256458,256505,48
SHOCK_FREE,256512,256547,36
SHOCK_FREE,256560,256581,22
SHOCK_FREE,256602,256629,28
SHOCK_FREE,256638,256671,34
SHOCK_FREE,256694,256725,32
SHOCK_FREE,256734,256767,34
SHOCK_FREE,256794,256845,52
SHOCK_FREE,256860,256907,48
SHOCK_FREE,256914,256949,36
SHOCK_FREE,256974,256997,24
SHOCK_FREE,257010,257039,30
SHOCK_FREE,257042,257085,44
SHOCK_FREE,257088,257117,30
SHOCK_FREE,257168,257195,28
SHOCK_FREE,257198,257249,52
SHOCK_FREE,257268,257289,22
SHOCK_FREE,257292,257331,40
SHOCK_FREE,257334,257375,42
SHOCK_FREE,257378,257421,44
SHOCK_FREE,257430,257477,48
SHOCK_FREE,257480,257561,82
SHOCK_FREE,257600,257627,28
SHOCK_FREE,257630,257679,50
SHOCK_FREE,257694,257741,48
SHOCK_FREE,257760,257811,52
SHOCK_FREE,257822,257841,20
SHOCK_FREE,257844,257889,46
SHOCK_FREE,257912,257975,64
SHOCK_FREE,257978,258027,50
SHOCK_FREE,258030,258051,22
SHOCK_FREE,258080,258101,22
SHOCK_FREE,258134,258167,34
SHOCK_FREE,258170,258215,46
SHOCK_FREE,258218,258237,20
SHOCK_FREE,258240,258261,22
SHOCK_FREE,258264,258285,22
SHOCK_FREE,258290,258395,106
SHOCK_FREE,258398,258429,32
SHOCK_FREE,258440,258461,22
SHOCK_FREE,258464,258521,58
SHOCK_FREE,258542,258617,76
SHOCK_FREE,258620,258647,28
SHOCK_FREE,258650,258677,28
SHOCK_FREE,258684,258717,34
SHOCK_FREE,258720,258747,28
SHOCK_FREE,258750,258779,30
SHOCK_FREE,258794,258849,56
SHOCK_FREE,258858,258897,40
SHOCK_FREE,258900,258951,52
SHOCK_FREE,258954,259011,58
SHOCK_FREE,259032,259071,40
SHOCK_FREE,259110,259137,28
SHOCK_FREE,259154,259239,86
SHOCK_FREE,259262,259281,20
SHOCK_FREE,259328,259347,20
SHOCK_FREE,259374,259407,34
SHOCK_FREE,259410,259445,36
SHOCK_FREE,259448,259475,28
SHOCK_FREE,259478,259511,34
SHOCK_FREE,259562,259727,166
SHOCK_FREE,259758,259791,34
SHOCK_FREE,259794,259841,48
SHOCK_FREE,259844,259869,26
SHOCK_FREE,259892,259949,58
SHOCK_FREE,259952,259977,26
SHOCK_FREE,259980,260031,52
SHOCK_FREE,260042,260067,26
SHOCK_FREE,260094,260117,24
SHOCK_FREE,260124,260147,24
SHOCK_FREE,260150,260171,22
SHOCK_FREE,260174,260201,28
SHOCK_FREE,260204,260231,28
SHOCK_FREE,260262,260295,34
SHOCK_FREE,260354,260399,46
SHOCK_FREE,260402,260435,34
SHOCK_FREE,260438,260457,20
SHOCK_FREE,260460,260495,36
SHOCK_FREE,260502,260595,94
SHOCK_FREE,260600,260631,32
SHOCK_FREE,260634,260655,22
SHOCK_FREE,260670,260729,60
SHOCK_FREE,260760,260787,28
SHOCK_FREE,260790,260835,46
SHOCK_FREE,260838,260865,28
SHOCK_FREE,260868,260889,22
SHOCK_FREE,261008,261047,40
SHOCK_FREE,261050,261081,32
SHOCK_FREE,261098,261131,34
SHOCK_FREE,261200,261225,26
SHOCK_FREE,261228,261257,30
SHOCK_FREE,261278,261401,124
SHOCK_FREE,261420,261471,52
SHOCK_FREE,261492,261587,96
SHOCK_FREE,261624,261657,34
SHOCK_FREE,261660,261681,22
SHOCK_FREE,261690,261717,28
SHOCK_FREE,261732,261795,64
SHOCK_FREE,261798,261827,30
SHOCK_FREE,261830,261851,22
SHOCK_FREE,261908,261939,32
SHOCK_FREE,261942,261965,24
SHOCK_FREE,261968,261999,32
SHOCK_FREE,262034,262055,22
SHOCK_FREE,262100,262157,58
SHOCK_FREE,262184,262209,26
SHOCK_FREE,262212,262241,30
SHOCK_FREE,262244,262265,22
SHOCK_FREE,262280,262307,28
SHOCK_FREE,262320,262355,36
SHOCK_FREE,262358,262391,34
SHOCK_FREE,262418,262479,62
SHOCK_FREE,262482,262569,88
SHOCK_FREE,262572,262605,34
SHOCK_FREE,262608,262629,22
SHOCK_FREE,262632,262671,40
SHOCK_FREE,262700,262761,62
SHOCK_FREE,262764,262791,28
SHOCK_FREE,262832,262877,46
SHOCK_FREE,262932,262959,28
SHOCK_FREE,262962,262985,24
SHOCK_FREE,262994,263055,62
SHOCK_FREE,263070,263097,28
SHOCK_FREE,263114,263139,26
SHOCK_FREE,263148,263229,82
SHOCK_FREE,263232,263295,64
SHOCK_FREE,263310,263351,42
SHOCK_FREE,263364,263411,48
SHOCK_FREE,263414,263439,26
SHOCK_FREE,263480,263537,58
SHOCK_FREE,263540,263561,22
SHOCK_FREE,263580,263615,36
SHOCK_FREE,263630,263687,58
SHOCK_FREE,263714,263769,56
SHOCK_FREE,263772,263795,24
SHOCK_FREE,263808,263829,22
SHOCK_FREE,263840,263871,32
SHOCK_FREE,263874,263895,22
SHOCK_FREE,263898,263967,70
SHOCK_FREE,264002,264035,34
SHOCK_FREE,264038,264065,28
SHOCK_FREE,264080,264105,26
SHOCK_FREE,264108,264191,84
SHOCK_FREE,264260,264285,26
SHOCK_FREE,264308,264359,52
SHOCK_FREE,264390,264419,30
SHOCK_FREE,264428,264455,28
SHOCK_FREE,264458,264531,74
SHOCK_FREE,264548,264609,62
SHOCK_FREE,264624,264651,28
SHOCK_FREE,264654,264699,46
SHOCK_FREE,264704,264765,62
SHOCK_FREE,264774,264819,46
SHOCK_FREE,264822,264861,40
SHOCK_FREE,264864,264939,76
SHOCK_FREE,264942,264965,24
SHOCK_FREE,264968,264987,20
SHOCK_FREE,264990,265037,48
SHOCK_FREE,265074,265097,24
SHOCK_FREE,265104,265169,66
SHOCK_FREE,265220,265281,62
SHOCK_FREE,265304,265355,52
SHOCK_FREE,265368,265427,60
SHOCK_FREE,265430,265455,26
SHOCK_FREE,265458,265479,22
SHOCK_FREE,265482,265535,54
SHOCK_FREE,265538,265587,50
SHOCK_FREE,265610,265629,20
SHOCK_FREE,265688,265721,34
SHOCK_FREE,265724,265749,26
SHOCK_FREE,265752,265797,46
SHOCK_FREE,265824,265905,82
SHOCK_FREE,265928,265961,34
SHOCK_FREE,265964,265995,32
SHOCK_FREE,265998,266037,40
SHOCK_FREE,266040,266067,28
SHOCK_FREE,266070,266105,36
SHOCK_FREE,266108,266171,64
SHOCK_FREE,266174,266205,32
SHOCK_FREE,266208,266241,34
SHOCK_FREE,266264,266301,38
SHOCK_FREE,266342,266387,46
SHOCK_FREE,266394,266417,24
SHOCK_FREE,266430,266471,42
SHOCK_FREE,266474,266525,52
SHOCK_FREE,266534,266559,26
SHOCK_FREE,266580,266655,76
SHOCK_FREE,266658,266697,40
SHOCK_FREE,266700,266721,22
SHOCK_FREE,266744,266787,44
SHOCK_FREE,266844,266921,78
SHOCK_FREE,266940,266961,22
SHOCK_FREE,266964,266987,24
SHOCK_FREE,266990,267011,22
SHOCK_FREE,267024,267075,52
SHOCK_FREE,267078,267107,30
SHOCK_FREE,267110,267147,38
SHOCK_FREE,267182,267207,26
SHOCK_FREE,267222,267245,24
SHOCK_FREE,267248,267267,20
SHOCK_FREE,267288,267365,78
SHOCK_FREE,267368,267777,410
SHOCK_FREE,267794,267819,26
SHOCK_FREE,267824,267857,34
SHOCK_FREE,267860,267921,62
SHOCK_FREE,267924,267975,52
SHOCK_FREE,268002,268025,24
SHOCK_FREE,268032,268059,28
SHOCK_FREE,268062,268085,24
SHOCK_FREE,268118,268157,40
SHOCK_FREE,268160,268181,22
SHOCK_FREE,268194,268229,36
SHOCK_FREE,268260,268311,52
SHOCK_FREE,268328,268347,20
SHOCK_FREE,268442,268481,40
SHOCK_FREE,268484,268521,38
SHOCK_FREE,268524,268559,36
SHOCK_FREE,268602,268631,30
SHOCK_FREE,268712,268767,56
SHOCK_FREE,268770,268797,28
SHOCK_FREE,268800,268865,66
SHOCK_FREE,268868,268899,32
SHOCK_FREE,268904,268941,38
SHOCK_FREE,268968,269009,42
SHOCK_FREE,269012,269051,40
SHOCK_FREE,269054,269105,52
SHOCK_FREE,269120,269145,26
SHOCK_FREE,269148,269195,48
SHOCK_FREE,269198,269231,34
SHOCK_FREE,269240,269265,26
SHOCK_FREE,269300,269369,70
SHOCK_FREE,269372,269415,44
SHOCK_FREE,269418,269445,28
SHOCK_FREE,269460,269507,48
SHOCK_FREE,269510,269529,20
SHOCK_FREE,269532,269555,24
SHOCK_FREE,269558,269591,34
SHOCK_FREE,269610,269675,66
SHOCK_FREE,269678,269697,20
SHOCK_FREE,269708,269745,38
SHOCK_FREE,269748,269775,28
SHOCK_FREE,269778,269829,52
SHOCK_FREE,269874,269955,82
SHOCK_FREE,269960,269991,32
SHOCK_FREE,270008,270089,82
SHOCK_FREE,270140,270185,46
SHOCK_FREE,270198,270231,34
SHOCK_FREE,270254,270299,46
SHOCK_FREE,270302,270347,46
SHOCK_FREE,270350,270371,22
SHOCK_FREE,270410,270447,38
SHOCK_FREE,270512,270605,94
SHOCK_FREE,270608,270627,20
SHOCK_FREE,270644,270701,58
SHOCK_FREE,270714,270809,96
SHOCK_FREE,270818,270837,20
SHOCK_FREE,270840,270861,22
SHOCK_FREE,270864,270909,46
SHOCK_FREE,270912,270977,66
SHOCK_FREE,270980,270999,20
SHOCK_FREE,271002,271037,36
SHOCK_FREE,271040,271067,28
SHOCK_FREE,271094,271121,28
SHOCK_FREE,271124,271149,26
SHOCK_FREE,271190,271211,22
SHOCK_FREE,271214,271257,44
SHOCK_FREE,271260,271317,58
SHOCK_FREE,271320,271389,70
SHOCK_FREE,271400,271419,20
SHOCK_FREE,271478,271545,68
SHOCK_FREE,271560,271625,66
SHOCK_FREE,271628,271667,40
SHOCK_FREE,271680,271707,28
SHOCK_FREE,271794,271821,28
SHOCK_FREE,271824,271905,82
SHOCK_FREE,271908,271935,28
SHOCK_FREE,271980,272031,52
SHOCK_FREE,272058,272079,22
SHOCK_FREE,272102,272121,20
SHOCK_FREE,272124,272159,36
SHOCK_FREE,272162,272195,34
SHOCK_FREE,272198,272217,20
SHOCK_FREE,272220,272289,70
SHOCK_FREE,272310,272385,76
SHOCK_FREE,272414,272441,28
SHOCK_FREE,272444,272481,38
SHOCK_FREE,272502,272541,40
SHOCK_FREE,272558,272609,52
SHOCK_FREE,272634,272675,42
SHOCK_FREE,272690,272727,38
SHOCK_FREE,272748,272817,70
SHOCK_FREE,272874,272937,64
SHOCK_FREE,272958,273039,82
SHOCK_FREE,273042,273087,46
SHOCK_FREE,273090,273119,30
SHOCK_FREE,273122,273165,44
SHOCK_FREE,273168,273189,22
SHOCK_FREE,273200,273221,22
SHOCK_FREE,273228,273255,28
SHOCK_FREE,273258,273305,48
SHOCK_FREE,273308,273329,22
SHOCK_FREE,273338,273371,34
SHOCK_FREE,273410,273429,20
SHOCK_FREE,273440,273459,20
SHOCK_FREE,273462,273485,24
SHOCK_FREE,273530,273569,40
SHOCK_FREE,273608,273657,50
SHOCK_FREE,273668,273701,34
SHOCK_FREE,273704,273735,32
SHOCK_FREE,273744,273797,54
SHOCK_FREE,273800,273839,40
SHOCK_FREE,273884,273989,106
SHOCK_FREE,273992,274047,56
SHOCK_FREE,274068,274109,42
SHOCK_FREE,274130,274179,50
SHOCK_FREE,274182,274215,34
SHOCK_FREE,274218,274245,28
SHOCK_FREE,274248,274277,30
SHOCK_FREE,274280,274325,46
SHOCK_FREE,274344,274397,54
SHOCK_FREE,274412,274445,34
SHOCK_FREE,274448,274499,52
SHOCK_FREE,274560,274611,52
SHOCK_FREE,274614,274637,24
SHOCK_FREE,274664,274731,68
SHOCK_FREE,274734,274787,54
SHOCK_FREE,274794,274817,24
SHOCK_FREE,274820,274847,28
SHOCK_FREE,274850,274911,62
SHOCK_FREE,274934,274967,34
SHOCK_FREE,274970,275027,58
SHOCK_FREE,275030,275079,50
SHOCK_FREE,275090,275139,50
SHOCK_FREE,275142,275171,30
SHOCK_FREE,275174,275201,28
SHOCK_FREE,275274,275345,72
SHOCK_FREE,275382,275409,28
SHOCK_FREE,275412,275505,94
SHOCK_FREE,275508,275531,24
SHOCK_FREE,275534,275565,32
SHOCK_FREE,275568,275601,34
SHOCK_FREE,275618,275645,28
SHOCK_FREE,275664,275711,48
SHOCK_FREE,275714,275751,38
SHOCK_FREE,275754,275775,22
SHOCK_FREE,275802,275831,30
SHOCK_FREE,275858,275877,20
SHOCK_FREE,275888,275951,64
SHOCK_FREE,275960,276069,110
SHOCK_FREE,276072,276119,48
SHOCK_FREE,276170,276191,22
SHOCK_FREE,276198,276221,24
SHOCK_FREE,276224,276257,34
SHOCK_FREE,276282,276327,46
SHOCK_FREE,276330,276375,46
SHOCK_FREE,276384,276411,28
SHOCK_FREE,276434,276479,46
SHOCK_FREE,276512,276539,28
SHOCK_FREE,276572,276609,38
SHOCK_FREE,276612,276675,64
SHOCK_FREE,276692,276717,26
SHOCK_FREE,276752,276801,50
SHOCK_FREE,276804,276851,48
SHOCK_FREE,276854,276891,38
SHOCK_FREE,276894,276929,36
SHOCK_FREE,276938,276957,20
SHOCK_FREE,276974,277007,34
SHOCK_FREE,277034,277059,26
SHOCK_FREE,277062,277089,28
SHOCK_FREE,277112,277131,20
SHOCK_FREE,277142,277185,44
SHOCK_FREE,277188,277235,48
SHOCK_FREE,277238,277269,32
SHOCK_FREE,277290,277335,46
SHOCK_FREE,277352,277389,38
SHOCK_FREE,277400,277437,38
SHOCK_FREE,277472,277505,34
SHOCK_FREE,277524,277551,28
SHOCK_FREE,277584,277619,36
SHOCK_FREE,277632,277697,66
SHOCK_FREE,277728,277775,48
SHOCK_FREE,277778,277805,28
SHOCK_FREE,277820,277839,20
SHOCK_FREE,277878,277929,52
SHOCK_FREE,277988,278007,20
SHOCK_FREE,278012,278057,46
SHOCK_FREE,278078,278151,74
SHOCK_FREE,278154,278181,28
SHOCK_FREE,278190,278261,72
SHOCK_FREE,278310,278355,46
SHOCK_FREE,278360,278387,28
SHOCK_FREE,278450,278469,20
SHOCK_FREE,278472,278525,54
SHOCK_FREE,278528,278565,38
SHOCK_FREE,278568,278667,100
SHOCK_FREE,278670,278691,22
SHOCK_FREE,278732,278769,38
SHOCK_FREE,278780,278855,76
SHOCK_FREE,278858,278895,38
SHOCK_FREE,278900,278981,82
SHOCK_FREE,278990,279041,52
SHOCK_FREE,279078,279159,82
SHOCK_FREE,279162,279227,66
SHOCK_FREE,279230,279269,40
SHOCK_FREE,279288,279341,54
SHOCK_FREE,279380,279399,20
SHOCK_FREE,279402,279435,34
SHOCK_FREE,279450,279489,40
SHOCK_FREE,279494,279527,34
SHOCK_FREE,279534,279567,34
SHOCK_FREE,279570,279671,102
SHOCK_FREE,279692,279731,40
SHOCK_FREE,279734,279779,46
SHOCK_FREE,279782,279825,44
SHOCK_FREE,279834,279867,34
SHOCK_FREE,279870,279899,30
SHOCK_FREE,279948,279969,22
SHOCK_FREE,279972,279995,24
SHOCK_FREE,279998,280041,44
SHOCK_FREE,280044,280065,22
SHOCK_FREE,280088,280121,34
SHOCK_FREE,280172,280281,110
SHOCK_FREE,280290,280329,40
SHOCK_FREE,280332,280359,28
SHOCK_FREE,280392,280427,36
SHOCK_FREE,280472,280491,20
SHOCK_FREE,280494,280521,28
SHOCK_FREE,280524,280557,34
SHOCK_FREE,280560,280599,40
SHOCK_FREE,280602,280665,64
SHOCK_FREE,280668,280721,54
SHOCK_FREE,280758,280797,40
SHOCK_FREE,280800,280847,48
SHOCK_FREE,280850,280871,22
SHOCK_FREE,280874,280899,26
SHOCK_FREE,280902,280935,34
SHOCK_FREE,280938,280959,22
SHOCK_FREE,280962,280997,36
SHOCK_FREE,281012,281039,28
SHOCK_FREE,281052,281091,40
SHOCK_FREE,281120,281145,26
SHOCK_FREE,281148,281171,24
SHOCK_FREE,281180,281207,28
SHOCK_FREE,281210,281259,50
SHOCK_FREE,281262,281339,78
SHOCK_FREE,281342,281397,56
SHOCK_FREE,281418,281439,22
SHOCK_FREE,281474,281511,38
SHOCK_FREE,281514,281567,54
SHOCK_FREE,281598,281751,154
SHOCK_FREE,281754,281859,106
SHOCK_FREE,281874,281897,24
SHOCK_FREE,281930,281967,38
SHOCK_FREE,281988,282029,42
SHOCK_FREE,282044,282065,22
SHOCK_FREE,282078,282131,54
SHOCK_FREE,282152,282177,26
SHOCK_FREE,282182,282209,28
SHOCK_FREE,282224,282257,34
SHOCK_FREE,282278,282299,22
SHOCK_FREE,282302,282339,38
SHOCK_FREE,282362,282417,56
SHOCK_FREE,282420,282477,58
SHOCK_FREE,282480,282519,40
SHOCK_FREE,282534,282591,58
SHOCK_FREE,282594,282617,24
SHOCK_FREE,282642,282717,76
SHOCK_FREE,282758,282801,44
SHOCK_FREE,282840,282869,30
SHOCK_FREE,282884,282941,58
SHOCK_FREE,282944,283035,92
SHOCK_FREE,283040,283089,50
SHOCK_FREE,283092,283175,84
SHOCK_FREE,283202,283247,46
SHOCK_FREE,283274,283305,32
SHOCK_FREE,283334,283355,22
SHOCK_FREE,283358,283377,20
SHOCK_FREE,283400,283419,20
SHOCK_FREE,283428,283451,24
SHOCK_FREE,283484,283511,28
SHOCK_FREE,283530,283559,30
SHOCK_FREE,283562,283625,64
SHOCK_FREE,283628,283661,34
SHOCK_FREE,283668,283689,22
SHOCK_FREE,283694,283727,34
SHOCK_FREE,283734,283781,48
SHOCK_FREE,283784,283817,34
SHOCK_FREE,283820,283851,32
SHOCK_FREE,283854,283889,36
SHOCK_FREE,283904,283929,26
SHOCK_FREE,283932,283961,30
SHOCK_FREE,283974,284015,42
SHOCK_FREE,284048,284097,50
SHOCK_FREE,284100,284141,42
SHOCK_FREE,284144,284277,134
SHOCK_FREE,284280,284307,28
SHOCK_FREE,284330,284349,20
SHOCK_FREE,284400,284435,36
SHOCK_FREE,284438,284501,64
SHOCK_FREE,284504,284567,64
SHOCK_FREE,284570,284619,50
SHOCK_FREE,284630,284651,22
SHOCK_FREE,284654,284759,106
SHOCK_FREE,284772,284819,48
SHOCK_FREE,284822,284847,26
SHOCK_FREE,284892,284927,36
SHOCK_FREE,284930,284957,28
SHOCK_FREE,284960,284985,26
SHOCK_FREE,284988,285011,24
SHOCK_FREE,285038,285057,20
SHOCK_FREE,285060,285095,36
SHOCK_FREE,285098,285125,28
SHOCK_FREE,285168,285201,34
SHOCK_FREE,285218,285237,20
SHOCK_FREE,285254,285345,92
SHOCK_FREE,285372,285401,30
SHOCK_FREE,285410,285441,32
SHOCK_FREE,285450,285545,96
SHOCK_FREE,285548,285575,28
SHOCK_FREE,285588,285651,64
SHOCK_FREE,285690,285737,48
SHOCK_FREE,285740,285791,52
SHOCK_FREE,285810,285831,22
SHOCK_FREE,285882,285917,36
SHOCK_FREE,285920,285945,26
SHOCK_FREE,285948,286001,54
SHOCK_FREE,286022,286065,44
SHOCK_FREE,286082,286107,26
SHOCK_FREE,286142,286175,34
SHOCK_FREE,286220,286239,20
SHOCK_FREE,286284,286307,24
SHOCK_FREE,286310,286337,28
SHOCK_FREE,286362,286521,160
SHOCK_FREE,286530,286565,36
SHOCK_FREE,286598,286619,22
SHOCK_FREE,286622,286659,38
SHOCK_FREE,286680,286707,28
SHOCK_FREE,286718,286755,38
SHOCK_FREE,286758,286821,64
SHOCK_FREE,286838,286899,62
SHOCK_FREE,286934,286967,34
SHOCK_FREE,286970,286989,20
SHOCK_FREE,286998,287037,40
SHOCK_FREE,287070,287169,100
SHOCK_FREE,287172,287211,40
SHOCK_FREE,287228,287357,130
SHOCK_FREE,287378,287405,28
SHOCK_FREE,287424,287445,22
SHOCK_FREE,287472,287511,40
SHOCK_FREE,287564,287589,26
SHOCK_FREE,287592,287631,40
SHOCK_FREE,287664,287697,34
SHOCK_FREE,287720,287739,20
SHOCK_FREE,287742,287801,60
SHOCK_FREE,287810,287877,68
SHOCK_FREE,287924,287951,28
SHOCK_FREE,287958,288009,52
SHOCK_FREE,288038,288071,34
SHOCK_FREE,288074,288137,64
SHOCK_FREE,288164,288215,52
SHOCK_FREE,288222,288261,40
SHOCK_FREE,288264,288309,46
SHOCK_FREE,288330,288365,36
SHOCK_FREE,288392,288417,26
SHOCK_FREE,288438,288509,72
SHOCK_FREE,288512,288591,80
SHOCK_FREE,288624,288669,46
SHOCK_FREE,288672,288705,34
SHOCK_FREE,288750,288785,36
SHOCK_FREE,288830,288861,32
SHOCK_FREE,288864,288885,22
SHOCK_FREE,288920,288939,20
SHOCK_FREE,288944,289025,82
SHOCK_FREE,289028,289055,28
SHOCK_FREE,289074,289115,42
SHOCK_FREE,289118,289145,28
SHOCK_FREE,289148,289205,58
SHOCK_FREE,289208,289229,22
SHOCK_FREE,289232,289257,26
SHOCK_FREE,289280,289299,20
SHOCK_FREE,289322,289401,80
SHOCK_FREE,289412,289439,28
SHOCK_FREE,289442,289479,38
SHOCK_FREE,289484,289527,44
SHOCK_FREE,289538,289619,82
SHOCK_FREE,289622,289649,28
SHOCK_FREE,289652,289685,34
SHOCK_FREE,289712,289779,68
SHOCK_FREE,289814,289877,64
SHOCK_FREE,289880,289901,22
SHOCK_FREE,289908,289929,22
SHOCK_FREE,289932,289977,46
SHOCK_FREE,289982,290061,80
SHOCK_FREE,290064,290087,24
SHOCK_FREE,290094,290121,28
SHOCK_FREE,290124,290151,28
SHOCK_FREE,290198,290229,32
SHOCK_FREE,290232,290271,40
SHOCK_FREE,290288,290331,44
SHOCK_FREE,290342,290361,20
SHOCK_FREE,290372,290399,28
SHOCK_FREE,290402,290429,28
SHOCK_FREE,290450,290501,52
SHOCK_FREE,290520,290567,48
SHOCK_FREE,290574,290627,54
SHOCK_FREE,290640,290697,58
SHOCK_FREE,290700,290727,28
SHOCK_FREE,290754,290775,22
SHOCK_FREE,290778,290829,52
SHOCK_FREE,290832,290861,30
SHOCK_FREE,290868,290889,22
SHOCK_FREE,290912,290949,38
SHOCK_FREE,290952,290999,48
SHOCK_FREE,291018,291125,108
SHOCK_FREE,291164,291209,46
SHOCK_FREE,291242,291279,38
SHOCK_FREE,291282,291309,28
SHOCK_FREE,291324,291389,66
SHOCK_FREE,291428,291449,22
SHOCK_FREE,291464,291525,62
SHOCK_FREE,291528,291579,52
SHOCK_FREE,291582,291605,24
SHOCK_FREE,291624,291665,42
SHOCK_FREE,291674,291711,38
SHOCK_FREE,291720,291747,28
SHOCK_FREE,291788,291881,94
SHOCK_FREE,291884,291911,28
SHOCK_FREE,291960,292119,160
SHOCK_FREE,292154,292175,22
SHOCK_FREE,292178,292271,94
SHOCK_FREE,292274,292295,22
SHOCK_FREE,292298,292331,34
SHOCK_FREE,292340,292401,62
SHOCK_FREE,292434,292497,64
SHOCK_FREE,292500,292569,70
SHOCK_FREE,292572,292601,30
SHOCK_FREE,292604,292635,32
SHOCK_FREE,292652,292679,28
SHOCK_FREE,292688,292727,40
SHOCK_FREE,292730,292749,20
SHOCK_FREE,292784,292809,26
SHOCK_FREE,292824,292887,64
SHOCK_FREE,292892,292911,20
SHOCK_FREE,292914,292935,22
SHOCK_FREE,292940,292965,26
SHOCK_FREE,292968,293007,40
SHOCK_FREE,293058,293117,60
SHOCK_FREE,293120,293139,20
SHOCK_FREE,293142,293195,54
SHOCK_FREE,293198,293241,44
SHOCK_FREE,293244,293279,36
SHOCK_FREE,293348,293381,34
SHOCK_FREE,293402,293427,26
SHOCK_FREE,293430,293477,48
SHOCK_FREE,293498,293549,52
SHOCK_FREE,293598,293625,28
SHOCK_FREE,293628,293691,64
SHOCK_FREE,293772,293805,34
SHOCK_FREE,293808,293831,24
SHOCK_FREE,293852,293895,44
SHOCK_FREE,293898,293919,22
SHOCK_FREE,293940,293975,36
SHOCK_FREE,293978,294015,38
SHOCK_FREE,294038,294059,22
SHOCK_FREE,294072,294107,36
SHOCK_FREE,294138,294207,70
SHOCK_FREE,294210,294297,88
SHOCK_FREE,294300,294371,72
SHOCK_FREE,294374,294417,44
SHOCK_FREE,294420,294447,28
SHOCK_FREE,294452,294471,20
SHOCK_FREE,294494,294515,22
SHOCK_FREE,294534,294575,42
SHOCK_FREE,294602,294675,74
SHOCK_FREE,294690,294711,22
SHOCK_FREE,294744,294767,24
SHOCK_FREE,294770,294815,46
SHOCK_FREE,294818,294869,52
SHOCK_FREE,294882,294959,78
SHOCK_FREE,294972,295001,30
SHOCK_FREE,295004,295089,86
SHOCK_FREE,295094,295115,22
SHOCK_FREE,295122,295179,58
SHOCK_FREE,295194,295259,66
SHOCK_FREE,295262,295301,40
SHOCK_FREE,295304,295325,22
SHOCK_FREE,295350,295445,96
SHOCK_FREE,295458,295481,24
SHOCK_FREE,295502,295541,40
SHOCK_FREE,295550,295607,58
SHOCK_FREE,295610,295635,26
SHOCK_FREE,295680,295719,40
SHOCK_FREE,295740,295779,40
SHOCK_FREE,295782,295805,24
SHOCK_FREE,295808,295857,50
SHOCK_FREE,295860,295889,30
