epoch_type,n_start,n_end,length,fracture_threshold_1e6,cluster_window,cluster_min_count
FRACTURE_CLUSTER,159280,159349,70,200000,50,10
FRACTURE_CLUSTER,159940,160007,68,200000,50,10
FRACTURE_CLUSTER,160224,160315,92,200000,50,10
FRACTURE_CLUSTER,160528,160577,50,200000,50,10
FRACTURE_CLUSTER,161374,161441,68,200000,50,10
FRACTURE_CLUSTER,161652,161705,54,200000,50,10
FRACTURE_CLUSTER,162118,162205,88,200000,50,10
FRACTURE_CLUSTER,162910,162967,58,200000,50,10
FRACTURE_CLUSTER,164118,164167,50,200000,50,10
FRACTURE_CLUSTER,164692,164741,50,200000,50,10
FRACTURE_CLUSTER,164848,164939,92,200000,50,10
FRACTURE_CLUSTER,166462,166559,98,200000,50,10
FRACTURE_CLUSTER,167278,167329,52,200000,50,10
FRACTURE_CLUSTER,167500,167587,88,200000,50,10
FRACTURE_CLUSTER,167718,167767,50,200000,50,10
FRACTURE_CLUSTER,168090,168187,98,200000,50,10
FRACTURE_CLUSTER,168810,168859,50,200000,50,10
FRACTURE_CLUSTER,169342,169405,64,200000,50,10
FRACTURE_CLUSTER,171358,171407,50,200000,50,10
FRACTURE_CLUSTER,171900,172001,102,200000,50,10
FRACTURE_CLUSTER,173188,173279,92,200000,50,10
FRACTURE_CLUSTER,173604,173657,54,200000,50,10
FRACTURE_CLUSTER,173794,173849,56,200000,50,10
FRACTURE_CLUSTER,174982,175075,94,200000,50,10
FRACTURE_CLUSTER,175138,175225,88,200000,50,10
FRACTURE_CLUSTER,175458,175577,120,200000,50,10
FRACTURE_CLUSTER,176814,176879,66,200000,50,10
FRACTURE_CLUSTER,177294,177347,54,200000,50,10
FRACTURE_CLUSTER,177538,177607,70,200000,50,10
FRACTURE_CLUSTER,177640,177689,50,200000,50,10
FRACTURE_CLUSTER,179128,179179,52,200000,50,10
FRACTURE_CLUSTER,179440,179495,56,200000,50,10
FRACTURE_CLUSTER,180444,180505,62,200000,50,10
FRACTURE_CLUSTER,180552,180629,78,200000,50,10
FRACTURE_CLUSTER,180672,180737,66,200000,50,10
FRACTURE_CLUSTER,180832,180929,98,200000,50,10
FRACTURE_CLUSTER,181434,181519,86,200000,50,10
FRACTURE_CLUSTER,181774,181847,74,200000,50,10
FRACTURE_CLUSTER,182508,182561,54,200000,50,10
FRACTURE_CLUSTER,183094,183145,52,200000,50,10
FRACTURE_CLUSTER,183600,183655,56,200000,50,10
FRACTURE_CLUSTER,183892,183941,50,200000,50,10
FRACTURE_CLUSTER,184530,184621,92,200000,50,10
FRACTURE_CLUSTER,184858,184909,52,200000,50,10
FRACTURE_CLUSTER,186264,186379,116,200000,50,10
FRACTURE_CLUSTER,186448,186569,122,200000,50,10
FRACTURE_CLUSTER,186772,186851,80,200000,50,10
FRACTURE_CLUSTER,187230,187309,80,200000,50,10
FRACTURE_CLUSTER,187570,187619,50,200000,50,10
FRACTURE_CLUSTER,187692,187789,98,200000,50,10
FRACTURE_CLUSTER,188038,188141,104,200000,50,10
FRACTURE_CLUSTER,188518,188615,98,200000,50,10
FRACTURE_CLUSTER,189072,189137,66,200000,50,10
FRACTURE_CLUSTER,189160,189221,62,200000,50,10
FRACTURE_CLUSTER,190192,190279,88,200000,50,10
FRACTURE_CLUSTER,190410,190471,62,200000,50,10
FRACTURE_CLUSTER,190962,191021,60,200000,50,10
FRACTURE_CLUSTER,192378,192469,92,200000,50,10
FRACTURE_CLUSTER,192670,192755,86,200000,50,10
FRACTURE_CLUSTER,193080,193165,86,200000,50,10
FRACTURE_CLUSTER,193240,193289,50,200000,50,10
FRACTURE_CLUSTER,194272,194321,50,200000,50,10
FRACTURE_CLUSTER,194410,194497,88,200000,50,10
FRACTURE_CLUSTER,194902,194975,74,200000,50,10
FRACTURE_CLUSTER,195030,195079,50,200000,50,10
FRACTURE_CLUSTER,195528,195619,92,200000,50,10
FRACTURE_CLUSTER,196204,196267,64,200000,50,10
FRACTURE_CLUSTER,196360,196411,52,200000,50,10
FRACTURE_CLUSTER,196704,196759,56,200000,50,10
FRACTURE_CLUSTER,197394,197447,54,200000,50,10
FRACTURE_CLUSTER,197614,197675,62,200000,50,10
FRACTURE_CLUSTER,198334,198391,58,200000,50,10
FRACTURE_CLUSTER,198738,198797,60,200000,50,10
FRACTURE_CLUSTER,199078,199189,112,200000,50,10
FRACTURE_CLUSTER,199512,199561,50,200000,50,10
FRACTURE_CLUSTER,200098,200147,50,200000,50,10
FRACTURE_CLUSTER,200518,200569,52,200000,50,10
FRACTURE_CLUSTER,200698,200777,80,200000,50,10
FRACTURE_CLUSTER,200784,200849,66,200000,50,10
FRACTURE_CLUSTER,203472,203525,54,200000,50,10
FRACTURE_CLUSTER,203670,203729,60,200000,50,10
FRACTURE_CLUSTER,204208,204275,68,200000,50,10
FRACTURE_CLUSTER,204660,204731,72,200000,50,10
FRACTURE_CLUSTER,205564,205615,52,200000,50,10
FRACTURE_CLUSTER,205720,205777,58,200000,50,10
FRACTURE_CLUSTER,205852,205907,56,200000,50,10
FRACTURE_CLUSTER,206568,206659,92,200000,50,10
FRACTURE_CLUSTER,206952,207029,78,200000,50,10
FRACTURE_CLUSTER,207838,207901,64,200000,50,10
FRACTURE_CLUSTER,208734,208799,66,200000,50,10
FRACTURE_CLUSTER,210430,210481,52,200000,50,10
FRACTURE_CLUSTER,210514,210595,82,200000,50,10
FRACTURE_CLUSTER,210628,210697,70,200000,50,10
FRACTURE_CLUSTER,212598,212651,54,200000,50,10
FRACTURE_CLUSTER,212692,212809,118,200000,50,10
FRACTURE_CLUSTER,213244,213299,56,200000,50,10
FRACTURE_CLUSTER,214078,214147,70,200000,50,10
FRACTURE_CLUSTER,214960,215077,118,200000,50,10
FRACTURE_CLUSTER,215284,215335,52,200000,50,10
FRACTURE_CLUSTER,215560,215671,112,200000,50,10
FRACTURE_CLUSTER,216282,216331,50,200000,50,10
FRACTURE_CLUSTER,217590,217675,86,200000,50,10
FRACTURE_CLUSTER,217794,217847,54,200000,50,10
FRACTURE_CLUSTER,218298,218347,50,200000,50,10
FRACTURE_CLUSTER,219190,219257,68,200000,50,10
FRACTURE_CLUSTER,220018,220127,110,200000,50,10
FRACTURE_CLUSTER,220720,220777,58,200000,50,10
FRACTURE_CLUSTER,221338,221387,50,200000,50,10
FRACTURE_CLUSTER,221734,221827,94,200000,50,10
FRACTURE_CLUSTER,222408,222505,98,200000,50,10
FRACTURE_CLUSTER,222720,222769,50,200000,50,10
FRACTURE_CLUSTER,224502,224555,54,200000,50,10
FRACTURE_CLUSTER,225868,225941,74,200000,50,10
FRACTURE_CLUSTER,226062,226117,56,200000,50,10
FRACTURE_CLUSTER,226300,226367,68,200000,50,10
FRACTURE_CLUSTER,226410,226459,50,200000,50,10
FRACTURE_CLUSTER,226900,226979,80,200000,50,10
FRACTURE_CLUSTER,227320,227369,50,200000,50,10
FRACTURE_CLUSTER,227758,227815,58,200000,50,10
FRACTURE_CLUSTER,227874,227981,108,200000,50,10
FRACTURE_CLUSTER,228624,228697,74,200000,50,10
FRACTURE_CLUSTER,229014,229117,104,200000,50,10
FRACTURE_CLUSTER,229408,229465,58,200000,50,10
FRACTURE_CLUSTER,229624,229681,58,200000,50,10
FRACTURE_CLUSTER,230640,230717,78,200000,50,10
FRACTURE_CLUSTER,231024,231077,54,200000,50,10
FRACTURE_CLUSTER,231664,231731,68,200000,50,10
FRACTURE_CLUSTER,231948,231997,50,200000,50,10
FRACTURE_CLUSTER,232990,233059,70,200000,50,10
FRACTURE_CLUSTER,233482,233609,128,200000,50,10
FRACTURE_CLUSTER,234078,234145,68,200000,50,10
FRACTURE_CLUSTER,235378,235457,80,200000,50,10
FRACTURE_CLUSTER,235818,235901,84,200000,50,10
FRACTURE_CLUSTER,236142,236197,56,200000,50,10
FRACTURE_CLUSTER,236232,236285,54,200000,50,10
FRACTURE_CLUSTER,236548,236629,82,200000,50,10
FRACTURE_CLUSTER,237000,237049,50,200000,50,10
FRACTURE_CLUSTER,237388,237469,82,200000,50,10
FRACTURE_CLUSTER,237484,237575,92,200000,50,10
FRACTURE_CLUSTER,238510,238589,80,200000,50,10
FRACTURE_CLUSTER,238720,238787,68,200000,50,10
FRACTURE_CLUSTER,240174,240229,56,200000,50,10
FRACTURE_CLUSTER,241098,241187,90,200000,50,10
FRACTURE_CLUSTER,241378,241427,50,200000,50,10
FRACTURE_CLUSTER,242140,242197,58,200000,50,10
FRACTURE_CLUSTER,242272,242347,76,200000,50,10
FRACTURE_CLUSTER,242614,242671,58,200000,50,10
FRACTURE_CLUSTER,242890,242987,98,200000,50,10
FRACTURE_CLUSTER,243358,243407,50,200000,50,10
FRACTURE_CLUSTER,243772,243821,50,200000,50,10
FRACTURE_CLUSTER,244960,245009,50,200000,50,10
FRACTURE_CLUSTER,245190,245261,72,200000,50,10
FRACTURE_CLUSTER,245760,245845,86,200000,50,10
FRACTURE_CLUSTER,246018,246067,50,200000,50,10
FRACTURE_CLUSTER,246844,246895,52,200000,50,10
FRACTURE_CLUSTER,247168,247259,92,200000,50,10
FRACTURE_CLUSTER,247410,247489,80,200000,50,10
FRACTURE_CLUSTER,248904,248987,84,200000,50,10
FRACTURE_CLUSTER,249000,249091,92,200000,50,10
FRACTURE_CLUSTER,249888,249937,50,200000,50,10
FRACTURE_CLUSTER,250290,250345,56,200000,50,10
FRACTURE_CLUSTER,250372,250429,58,200000,50,10
FRACTURE_CLUSTER,250470,250531,62,200000,50,10
FRACTURE_CLUSTER,250972,251045,74,200000,50,10
FRACTURE_CLUSTER,251080,251137,58,200000,50,10
FRACTURE_CLUSTER,251674,251771,98,200000,50,10
FRACTURE_CLUSTER,252018,252067,50,200000,50,10
FRACTURE_CLUSTER,252304,252359,56,200000,50,10
FRACTURE_CLUSTER,252612,252661,50,200000,50,10
FRACTURE_CLUSTER,252982,253055,74,200000,50,10
FRACTURE_CLUSTER,253122,253177,56,200000,50,10
FRACTURE_CLUSTER,253210,253309,100,200000,50,10
FRACTURE_CLUSTER,254290,254387,98,200000,50,10
FRACTURE_CLUSTER,254460,254579,120,200000,50,10
FRACTURE_CLUSTER,255574,255629,56,200000,50,10
FRACTURE_CLUSTER,255762,255839,78,200000,50,10
FRACTURE_CLUSTER,257550,257611,62,200000,50,10
FRACTURE_CLUSTER,259248,259397,150,200000,50,10
FRACTURE_CLUSTER,259512,259561,50,200000,50,10
FRACTURE_CLUSTER,260074,260125,52,200000,50,10
FRACTURE_CLUSTER,260292,260359,68,200000,50,10
FRACTURE_CLUSTER,261150,261229,80,200000,50,10
FRACTURE_CLUSTER,261840,261917,78,200000,50,10
FRACTURE_CLUSTER,262050,262105,56,200000,50,10
FRACTURE_CLUSTER,262872,262939,68,200000,50,10
FRACTURE_CLUSTER,263430,263489,60,200000,50,10
FRACTURE_CLUSTER,263790,263845,56,200000,50,10
FRACTURE_CLUSTER,264190,264241,52,200000,50,10
FRACTURE_CLUSTER,265024,265087,64,200000,50,10
FRACTURE_CLUSTER,265170,265219,50,200000,50,10
FRACTURE_CLUSTER,265602,265699,98,200000,50,10
FRACTURE_CLUSTER,266524,266579,56,200000,50,10
FRACTURE_CLUSTER,266782,266851,70,200000,50,10
FRACTURE_CLUSTER,268300,268441,142,200000,50,10
FRACTURE_CLUSTER,268552,268609,58,200000,50,10
FRACTURE_CLUSTER,269812,269887,76,200000,50,10
FRACTURE_CLUSTER,270462,270515,54,200000,50,10
FRACTURE_CLUSTER,271044,271129,86,200000,50,10
FRACTURE_CLUSTER,271702,271799,98,200000,50,10
FRACTURE_CLUSTER,272802,272885,84,200000,50,10
FRACTURE_CLUSTER,273178,273239,62,200000,50,10
FRACTURE_CLUSTER,274474,274561,88,200000,50,10
FRACTURE_CLUSTER,275332,275395,64,200000,50,10
FRACTURE_CLUSTER,276120,276197,78,200000,50,10
FRACTURE_CLUSTER,277090,277151,62,200000,50,10
FRACTURE_CLUSTER,277828,277889,62,200000,50,10
FRACTURE_CLUSTER,277924,278017,94,200000,50,10
FRACTURE_CLUSTER,278374,278465,92,200000,50,10
FRACTURE_CLUSTER,278682,278741,60,200000,50,10
FRACTURE_CLUSTER,279330,279391,62,200000,50,10
FRACTURE_CLUSTER,279898,279949,52,200000,50,10
FRACTURE_CLUSTER,280122,280171,50,200000,50,10
FRACTURE_CLUSTER,280320,280411,92,200000,50,10
FRACTURE_CLUSTER,281424,281489,66,200000,50,10
FRACTURE_CLUSTER,282588,282667,80,200000,50,10
FRACTURE_CLUSTER,282708,282767,60,200000,50,10
FRACTURE_CLUSTER,283284,283367,84,200000,50,10
FRACTURE_CLUSTER,284304,284399,96,200000,50,10
FRACTURE_CLUSTER,284842,284897,56,200000,50,10
FRACTURE_CLUSTER,285118,285175,58,200000,50,10
FRACTURE_CLUSTER,285828,285895,68,200000,50,10
FRACTURE_CLUSTER,286164,286255,92,200000,50,10
FRACTURE_CLUSTER,286884,286949,66,200000,50,10
FRACTURE_CLUSTER,287418,287495,78,200000,50,10
FRACTURE_CLUSTER,287512,287567,56,200000,50,10
FRACTURE_CLUSTER,287614,287681,68,200000,50,10
FRACTURE_CLUSTER,288574,288641,68,200000,50,10
FRACTURE_CLUSTER,290862,290911,50,200000,50,10
FRACTURE_CLUSTER,291712,291797,86,200000,50,10
FRACTURE_CLUSTER,291904,291979,76,200000,50,10
FRACTURE_CLUSTER,293008,293057,50,200000,50,10
FRACTURE_CLUSTER,293274,293357,84,200000,50,10
FRACTURE_CLUSTER,293548,293599,52,200000,50,10
FRACTURE_CLUSTER,293704,293755,52,200000,50,10
FRACTURE_CLUSTER,293890,293945,56,200000,50,10
FRACTURE_CLUSTER,294444,294535,92,200000,50,10
FRACTURE_CLUSTER,295608,295687,80,200000,50,10
FRACTURE_CLUSTER,295878,295955,78,200000,50,10
FRACTURE_CLUSTER,296160,296215,56,200000,50,10
FRACTURE_CLUSTER,296290,296339,50,200000,50,10
FRACTURE_CLUSTER,296854,296915,62,200000,50,10
FRACTURE_CLUSTER,298068,298117,50,200000,50,10
FRACTURE_CLUSTER,298248,298327,80,200000,50,10
FRACTURE_CLUSTER,298408,298469,62,200000,50,10
FRACTURE_CLUSTER,298890,298939,50,200000,50,10
FRACTURE_CLUSTER,300898,300949,52,200000,50,10
FRACTURE_CLUSTER,302034,302135,102,200000,50,10
FRACTURE_CLUSTER,302314,302387,74,200000,50,10
FRACTURE_CLUSTER,302472,302549,78,200000,50,10
FRACTURE_CLUSTER,302664,302717,54,200000,50,10
FRACTURE_CLUSTER,303838,303931,94,200000,50,10
FRACTURE_CLUSTER,304272,304355,84,200000,50,10
FRACTURE_CLUSTER,305860,305935,76,200000,50,10
FRACTURE_CLUSTER,306030,306115,86,200000,50,10
FRACTURE_CLUSTER,306562,306617,56,200000,50,10
FRACTURE_CLUSTER,306952,307021,70,200000,50,10
FRACTURE_CLUSTER,307110,307171,62,200000,50,10
FRACTURE_CLUSTER,307932,308009,78,200000,50,10
FRACTURE_CLUSTER,308338,308417,80,200000,50,10
FRACTURE_CLUSTER,308944,308995,52,200000,50,10
FRACTURE_CLUSTER,310134,310187,54,200000,50,10
FRACTURE_CLUSTER,311212,311269,58,200000,50,10
FRACTURE_CLUSTER,312124,312197,74,200000,50,10
FRACTURE_CLUSTER,312418,312505,88,200000,50,10
FRACTURE_CLUSTER,313410,313505,96,200000,50,10
FRACTURE_CLUSTER,313750,313805,56,200000,50,10
FRACTURE_CLUSTER,314820,314885,66,200000,50,10
FRACTURE_CLUSTER,318468,318557,90,200000,50,10
FRACTURE_CLUSTER,322450,322501,52,200000,50,10
FRACTURE_CLUSTER,322642,322735,94,200000,50,10
FRACTURE_CLUSTER,323280,323335,56,200000,50,10
FRACTURE_CLUSTER,323712,323785,74,200000,50,10
FRACTURE_CLUSTER,323992,324067,76,200000,50,10
FRACTURE_CLUSTER,324360,324415,56,200000,50,10
FRACTURE_CLUSTER,326262,326345,84,200000,50,10
FRACTURE_CLUSTER,326778,326831,54,200000,50,10
FRACTURE_CLUSTER,327744,327797,54,200000,50,10
FRACTURE_CLUSTER,328702,328751,50,200000,50,10
FRACTURE_CLUSTER,331390,331481,92,200000,50,10
FRACTURE_CLUSTER,335218,335275,58,200000,50,10
FRACTURE_CLUSTER,335940,336029,90,200000,50,10
FRACTURE_CLUSTER,337150,337199,50,200000,50,10
FRACTURE_CLUSTER,337774,337859,86,200000,50,10
FRACTURE_CLUSTER,338050,338131,82,200000,50,10
FRACTURE_CLUSTER,338650,338699,50,200000,50,10
FRACTURE_CLUSTER,338970,339019,50,200000,50,10
FRACTURE_CLUSTER,339480,339545,66,200000,50,10
FRACTURE_CLUSTER,340504,340555,52,200000,50,10
FRACTURE_CLUSTER,341338,341419,82,200000,50,10
FRACTURE_CLUSTER,342114,342175,62,200000,50,10
FRACTURE_CLUSTER,343740,343789,50,200000,50,10
FRACTURE_CLUSTER,343872,343925,54,200000,50,10
FRACTURE_CLUSTER,344040,344125,86,200000,50,10
FRACTURE_CLUSTER,344370,344437,68,200000,50,10
FRACTURE_CLUSTER,345234,345395,162,200000,50,10
FRACTURE_CLUSTER,345822,345875,54,200000,50,10
FRACTURE_CLUSTER,346450,346547,98,200000,50,10
FRACTURE_CLUSTER,346582,346631,50,200000,50,10
FRACTURE_CLUSTER,346732,346805,74,200000,50,10
FRACTURE_CLUSTER,347338,347399,62,200000,50,10
FRACTURE_CLUSTER,347832,347909,78,200000,50,10
FRACTURE_CLUSTER,348828,348901,74,200000,50,10
FRACTURE_CLUSTER,348960,349009,50,200000,50,10
FRACTURE_CLUSTER,349500,349549,50,200000,50,10
FRACTURE_CLUSTER,350022,350071,50,200000,50,10
FRACTURE_CLUSTER,351462,351515,54,200000,50,10
FRACTURE_CLUSTER,352110,352165,56,200000,50,10
FRACTURE_CLUSTER,352738,352795,58,200000,50,10
FRACTURE_CLUSTER,353334,353395,62,200000,50,10
FRACTURE_CLUSTER,355360,355439,80,200000,50,10
FRACTURE_CLUSTER,355870,355919,50,200000,50,10
FRACTURE_CLUSTER,355980,356029,50,200000,50,10
FRACTURE_CLUSTER,357004,357059,56,200000,50,10
FRACTURE_CLUSTER,357402,357451,50,200000,50,10
FRACTURE_CLUSTER,358800,358849,50,200000,50,10
FRACTURE_CLUSTER,359034,359131,98,200000,50,10
FRACTURE_CLUSTER,359494,359567,74,200000,50,10
FRACTURE_CLUSTER,359782,359845,64,200000,50,10
FRACTURE_CLUSTER,359964,360017,54,200000,50,10
FRACTURE_CLUSTER,360354,360437,84,200000,50,10
FRACTURE_CLUSTER,360672,360767,96,200000,50,10
FRACTURE_CLUSTER,360868,360931,64,200000,50,10
FRACTURE_CLUSTER,361012,361075,64,200000,50,10
FRACTURE_CLUSTER,361098,361147,50,200000,50,10
FRACTURE_CLUSTER,362602,362651,50,200000,50,10
FRACTURE_CLUSTER,362758,362869,112,200000,50,10
FRACTURE_CLUSTER,363078,363139,62,200000,50,10
FRACTURE_CLUSTER,363660,363745,86,200000,50,10
FRACTURE_CLUSTER,363970,364039,70,200000,50,10
FRACTURE_CLUSTER,364782,364835,54,200000,50,10
FRACTURE_CLUSTER,365860,365929,70,200000,50,10
FRACTURE_CLUSTER,366610,366665,56,200000,50,10
FRACTURE_CLUSTER,367030,367091,62,200000,50,10
FRACTURE_CLUSTER,367218,367295,78,200000,50,10
FRACTURE_CLUSTER,367534,367585,52,200000,50,10
FRACTURE_CLUSTER,367888,367949,62,200000,50,10
FRACTURE_CLUSTER,368650,368711,62,200000,50,10
FRACTURE_CLUSTER,368812,368861,50,200000,50,10
FRACTURE_CLUSTER,369318,369377,60,200000,50,10
FRACTURE_CLUSTER,369478,369545,68,200000,50,10
FRACTURE_CLUSTER,370254,370331,78,200000,50,10
FRACTURE_CLUSTER,370974,371035,62,200000,50,10
FRACTURE_CLUSTER,371638,371777,140,200000,50,10
FRACTURE_CLUSTER,373378,373451,74,200000,50,10
FRACTURE_CLUSTER,373570,373621,52,200000,50,10
FRACTURE_CLUSTER,373722,373777,56,200000,50,10
FRACTURE_CLUSTER,373824,373879,56,200000,50,10
FRACTURE_CLUSTER,374464,374545,82,200000,50,10
FRACTURE_CLUSTER,375688,375749,62,200000,50,10
FRACTURE_CLUSTER,375870,375959,90,200000,50,10
FRACTURE_CLUSTER,376108,376157,50,200000,50,10
FRACTURE_CLUSTER,376240,376315,76,200000,50,10
FRACTURE_CLUSTER,377928,378001,74,200000,50,10
FRACTURE_CLUSTER,378178,378229,52,200000,50,10
FRACTURE_CLUSTER,378850,378901,52,200000,50,10
FRACTURE_CLUSTER,379710,379759,50,200000,50,10
FRACTURE_CLUSTER,380640,380707,68,200000,50,10
FRACTURE_CLUSTER,381078,381155,78,200000,50,10
FRACTURE_CLUSTER,381802,381857,56,200000,50,10
FRACTURE_CLUSTER,382078,382201,124,200000,50,10
FRACTURE_CLUSTER,383388,383461,74,200000,50,10
FRACTURE_CLUSTER,383688,383749,62,200000,50,10
FRACTURE_CLUSTER,384262,384317,56,200000,50,10
FRACTURE_CLUSTER,385194,385261,68,200000,50,10
FRACTURE_CLUSTER,385668,385739,72,200000,50,10
FRACTURE_CLUSTER,386424,386491,68,200000,50,10
FRACTURE_CLUSTER,386758,386851,94,200000,50,10
FRACTURE_CLUSTER,387318,387367,50,200000,50,10
FRACTURE_CLUSTER,387474,387569,96,200000,50,10
FRACTURE_CLUSTER,389358,389435,78,200000,50,10
FRACTURE_CLUSTER,390270,390325,56,200000,50,10
FRACTURE_CLUSTER,390898,390959,62,200000,50,10
FRACTURE_CLUSTER,391924,391975,52,200000,50,10
FRACTURE_CLUSTER,392592,392675,84,200000,50,10
FRACTURE_CLUSTER,393754,393829,76,200000,50,10
FRACTURE_CLUSTER,394374,394445,72,200000,50,10
FRACTURE_CLUSTER,395158,395215,58,200000,50,10
FRACTURE_CLUSTER,395884,395977,94,200000,50,10
FRACTURE_CLUSTER,397344,397429,86,200000,50,10
FRACTURE_CLUSTER,397668,397717,50,200000,50,10
FRACTURE_CLUSTER,398130,398209,80,200000,50,10
FRACTURE_CLUSTER,398574,398645,72,200000,50,10
FRACTURE_CLUSTER,399288,399341,54,200000,50,10
FRACTURE_CLUSTER,400504,400589,86,200000,50,10
FRACTURE_CLUSTER,400768,400831,64,200000,50,10
FRACTURE_CLUSTER,400950,401035,86,200000,50,10
FRACTURE_CLUSTER,401454,401509,56,200000,50,10
FRACTURE_CLUSTER,402112,402161,50,200000,50,10
FRACTURE_CLUSTER,402634,402685,52,200000,50,10
FRACTURE_CLUSTER,403318,403397,80,200000,50,10
FRACTURE_CLUSTER,403824,403889,66,200000,50,10
FRACTURE_CLUSTER,404584,404675,92,200000,50,10
FRACTURE_CLUSTER,404790,404845,56,200000,50,10
FRACTURE_CLUSTER,405102,405155,54,200000,50,10
FRACTURE_CLUSTER,406012,406079,68,200000,50,10
FRACTURE_CLUSTER,406594,406651,58,200000,50,10
FRACTURE_CLUSTER,406822,406897,76,200000,50,10
FRACTURE_CLUSTER,406978,407069,92,200000,50,10
FRACTURE_CLUSTER,407412,407479,68,200000,50,10
FRACTURE_CLUSTER,408264,408329,66,200000,50,10
FRACTURE_CLUSTER,408570,408635,66,200000,50,10
FRACTURE_CLUSTER,410848,410911,64,200000,50,10
FRACTURE_CLUSTER,411412,411461,50,200000,50,10
FRACTURE_CLUSTER,411832,411925,94,200000,50,10
FRACTURE_CLUSTER,412120,412169,50,200000,50,10
FRACTURE_CLUSTER,412642,412721,80,200000,50,10
FRACTURE_CLUSTER,413464,413521,58,200000,50,10
FRACTURE_CLUSTER,413622,413705,84,200000,50,10
FRACTURE_CLUSTER,415194,415277,84,200000,50,10
FRACTURE_CLUSTER,416280,416375,96,200000,50,10
FRACTURE_CLUSTER,416704,416795,92,200000,50,10
FRACTURE_CLUSTER,416820,416879,60,200000,50,10
FRACTURE_CLUSTER,417072,417121,50,200000,50,10
FRACTURE_CLUSTER,418090,418171,82,200000,50,10
FRACTURE_CLUSTER,418524,418577,54,200000,50,10
FRACTURE_CLUSTER,422442,422539,98,200000,50,10
FRACTURE_CLUSTER,422638,422725,88,200000,50,10
FRACTURE_CLUSTER,422764,422815,52,200000,50,10
FRACTURE_CLUSTER,423310,423379,70,200000,50,10
FRACTURE_CLUSTER,423694,423749,56,200000,50,10
FRACTURE_CLUSTER,424642,424765,124,200000,50,10
FRACTURE_CLUSTER,425130,425185,56,200000,50,10
FRACTURE_CLUSTER,425458,425509,52,200000,50,10
FRACTURE_CLUSTER,427860,427919,60,200000,50,10
FRACTURE_CLUSTER,428404,428467,64,200000,50,10
FRACTURE_CLUSTER,429024,429089,66,200000,50,10
FRACTURE_CLUSTER,430314,430375,62,200000,50,10
FRACTURE_CLUSTER,432778,432835,58,200000,50,10
FRACTURE_CLUSTER,433782,433879,98,200000,50,10
FRACTURE_CLUSTER,433908,433967,60,200000,50,10
FRACTURE_CLUSTER,434040,434089,50,200000,50,10
FRACTURE_CLUSTER,435460,435545,86,200000,50,10
FRACTURE_CLUSTER,435654,435719,66,200000,50,10
FRACTURE_CLUSTER,435930,435991,62,200000,50,10
FRACTURE_CLUSTER,436890,436945,56,200000,50,10
FRACTURE_CLUSTER,437442,437495,54,200000,50,10
FRACTURE_CLUSTER,437862,437921,60,200000,50,10
FRACTURE_CLUSTER,439050,439139,90,200000,50,10
FRACTURE_CLUSTER,439158,439237,80,200000,50,10
FRACTURE_CLUSTER,441192,441245,54,200000,50,10
FRACTURE_CLUSTER,443434,443495,62,200000,50,10
FRACTURE_CLUSTER,445122,445201,80,200000,50,10
FRACTURE_CLUSTER,445360,445445,86,200000,50,10
FRACTURE_CLUSTER,445624,445699,76,200000,50,10
FRACTURE_CLUSTER,446008,446071,64,200000,50,10
FRACTURE_CLUSTER,446478,446531,54,200000,50,10
FRACTURE_CLUSTER,446632,446687,56,200000,50,10
FRACTURE_CLUSTER,447490,447571,82,200000,50,10
FRACTURE_CLUSTER,447598,447655,58,200000,50,10
FRACTURE_CLUSTER,448452,448621,170,200000,50,10
FRACTURE_CLUSTER,448710,448759,50,200000,50,10
FRACTURE_CLUSTER,449014,449089,76,200000,50,10
FRACTURE_CLUSTER,449838,449897,60,200000,50,10
FRACTURE_CLUSTER,451438,451495,58,200000,50,10
FRACTURE_CLUSTER,452098,452177,80,200000,50,10
FRACTURE_CLUSTER,452310,452375,66,200000,50,10
FRACTURE_CLUSTER,452958,453091,134,200000,50,10
FRACTURE_CLUSTER,453414,453497,84,200000,50,10
FRACTURE_CLUSTER,453724,453775,52,200000,50,10
FRACTURE_CLUSTER,454648,454715,68,200000,50,10
FRACTURE_CLUSTER,456258,456347,90,200000,50,10
FRACTURE_CLUSTER,456448,456527,80,200000,50,10
FRACTURE_CLUSTER,458368,458459,92,200000,50,10
FRACTURE_CLUSTER,458722,458771,50,200000,50,10
FRACTURE_CLUSTER,459490,459539,50,200000,50,10
FRACTURE_CLUSTER,459958,460007,50,200000,50,10
FRACTURE_CLUSTER,460254,460325,72,200000,50,10
FRACTURE_CLUSTER,460582,460639,58,200000,50,10
FRACTURE_CLUSTER,461340,461417,78,200000,50,10
FRACTURE_CLUSTER,461710,461791,82,200000,50,10
FRACTURE_CLUSTER,463074,463165,92,200000,50,10
FRACTURE_CLUSTER,464670,464719,50,200000,50,10
FRACTURE_CLUSTER,465568,465647,80,200000,50,10
FRACTURE_CLUSTER,465762,465811,50,200000,50,10
FRACTURE_CLUSTER,465840,465895,56,200000,50,10
FRACTURE_CLUSTER,466882,466949,68,200000,50,10
FRACTURE_CLUSTER,467050,467101,52,200000,50,10
FRACTURE_CLUSTER,471154,471205,52,200000,50,10
FRACTURE_CLUSTER,471270,471319,50,200000,50,10
FRACTURE_CLUSTER,473650,473725,76,200000,50,10
FRACTURE_CLUSTER,473764,473849,86,200000,50,10
