epoch_type,n_start,n_end,length,fracture_threshold_1e6,cluster_window,cluster_min_count
FRACTURE_CLUSTER,21408,21491,84,200000,50,10
FRACTURE_CLUSTER,21628,21677,50,200000,50,10
FRACTURE_CLUSTER,22152,22249,98,200000,50,10
FRACTURE_CLUSTER,22308,22375,68,200000,50,10
FRACTURE_CLUSTER,22450,22541,92,200000,50,10
FRACTURE_CLUSTER,22800,22891,92,200000,50,10
FRACTURE_CLUSTER,22942,22999,58,200000,50,10
FRACTURE_CLUSTER,23334,23455,122,200000,50,10
FRACTURE_CLUSTER,23680,23749,70,200000,50,10
FRACTURE_CLUSTER,23902,23971,70,200000,50,10
FRACTURE_CLUSTER,24114,24167,54,200000,50,10
FRACTURE_CLUSTER,24208,24257,50,200000,50,10
FRACTURE_CLUSTER,24270,24355,86,200000,50,10
FRACTURE_CLUSTER,24454,24505,52,200000,50,10
FRACTURE_CLUSTER,24510,24665,156,200000,50,10
FRACTURE_CLUSTER,24880,24931,52,200000,50,10
FRACTURE_CLUSTER,25000,25067,68,200000,50,10
FRACTURE_CLUSTER,25348,25435,88,200000,50,10
FRACTURE_CLUSTER,25462,25525,64,200000,50,10
FRACTURE_CLUSTER,25542,25595,54,200000,50,10
FRACTURE_CLUSTER,25762,25855,94,200000,50,10
FRACTURE_CLUSTER,26020,26111,92,200000,50,10
FRACTURE_CLUSTER,26262,26329,68,200000,50,10
FRACTURE_CLUSTER,26434,26495,62,200000,50,10
FRACTURE_CLUSTER,26520,26575,56,200000,50,10
FRACTURE_CLUSTER,26820,26875,56,200000,50,10
FRACTURE_CLUSTER,26958,27037,80,200000,50,10
FRACTURE_CLUSTER,27084,27137,54,200000,50,10
FRACTURE_CLUSTER,27184,27269,86,200000,50,10
FRACTURE_CLUSTER,27310,27419,110,200000,50,10
FRACTURE_CLUSTER,27544,27689,146,200000,50,10
FRACTURE_CLUSTER,27840,27919,80,200000,50,10
FRACTURE_CLUSTER,27964,28019,56,200000,50,10
FRACTURE_CLUSTER,28198,28247,50,200000,50,10
FRACTURE_CLUSTER,28314,28369,56,200000,50,10
FRACTURE_CLUSTER,28374,28465,92,200000,50,10
FRACTURE_CLUSTER,28932,29045,114,200000,50,10
FRACTURE_CLUSTER,29440,29507,68,200000,50,10
FRACTURE_CLUSTER,29632,29761,130,200000,50,10
FRACTURE_CLUSTER,29982,30035,54,200000,50,10
FRACTURE_CLUSTER,30252,30305,54,200000,50,10
FRACTURE_CLUSTER,30438,30487,50,200000,50,10
FRACTURE_CLUSTER,30558,30649,92,200000,50,10
FRACTURE_CLUSTER,30700,30779,80,200000,50,10
FRACTURE_CLUSTER,30958,31085,128,200000,50,10
FRACTURE_CLUSTER,31404,31487,84,200000,50,10
FRACTURE_CLUSTER,31740,31795,56,200000,50,10
FRACTURE_CLUSTER,31830,31967,138,200000,50,10
FRACTURE_CLUSTER,32262,32315,54,200000,50,10
FRACTURE_CLUSTER,32628,32677,50,200000,50,10
FRACTURE_CLUSTER,32848,32911,64,200000,50,10
FRACTURE_CLUSTER,33184,33287,104,200000,50,10
FRACTURE_CLUSTER,33624,33709,86,200000,50,10
FRACTURE_CLUSTER,34032,34139,108,200000,50,10
FRACTURE_CLUSTER,34378,34435,58,200000,50,10
FRACTURE_CLUSTER,34530,34595,66,200000,50,10
FRACTURE_CLUSTER,34668,34739,72,200000,50,10
FRACTURE_CLUSTER,34884,35015,132,200000,50,10
FRACTURE_CLUSTER,35170,35267,98,200000,50,10
FRACTURE_CLUSTER,35598,35701,104,200000,50,10
FRACTURE_CLUSTER,35904,35987,84,200000,50,10
FRACTURE_CLUSTER,36054,36125,72,200000,50,10
FRACTURE_CLUSTER,36132,36215,84,200000,50,10
FRACTURE_CLUSTER,36354,36449,96,200000,50,10
FRACTURE_CLUSTER,37102,37177,76,200000,50,10
FRACTURE_CLUSTER,37792,37849,58,200000,50,10
FRACTURE_CLUSTER,37900,37979,80,200000,50,10
FRACTURE_CLUSTER,37992,38057,66,200000,50,10
FRACTURE_CLUSTER,38074,38129,56,200000,50,10
FRACTURE_CLUSTER,38368,38551,184,200000,50,10
FRACTURE_CLUSTER,38760,38809,50,200000,50,10
FRACTURE_CLUSTER,38952,39005,54,200000,50,10
FRACTURE_CLUSTER,39162,39215,54,200000,50,10
FRACTURE_CLUSTER,39388,39475,88,200000,50,10
FRACTURE_CLUSTER,39702,39761,60,200000,50,10
FRACTURE_CLUSTER,39882,39979,98,200000,50,10
FRACTURE_CLUSTER,40242,40381,140,200000,50,10
FRACTURE_CLUSTER,40612,40691,80,200000,50,10
FRACTURE_CLUSTER,40704,40775,72,200000,50,10
FRACTURE_CLUSTER,40942,41017,76,200000,50,10
FRACTURE_CLUSTER,41260,41359,100,200000,50,10
FRACTURE_CLUSTER,41644,41755,112,200000,50,10
FRACTURE_CLUSTER,42102,42175,74,200000,50,10
FRACTURE_CLUSTER,42228,42281,54,200000,50,10
FRACTURE_CLUSTER,42580,42641,62,200000,50,10
FRACTURE_CLUSTER,42844,42925,82,200000,50,10
FRACTURE_CLUSTER,43200,43297,98,200000,50,10
FRACTURE_CLUSTER,43314,43391,78,200000,50,10
FRACTURE_CLUSTER,43482,43555,74,200000,50,10
FRACTURE_CLUSTER,43690,43775,86,200000,50,10
FRACTURE_CLUSTER,43798,43879,82,200000,50,10
FRACTURE_CLUSTER,43908,43969,62,200000,50,10
FRACTURE_CLUSTER,44280,44359,80,200000,50,10
FRACTURE_CLUSTER,44460,44509,50,200000,50,10
FRACTURE_CLUSTER,44700,44761,62,200000,50,10
FRACTURE_CLUSTER,44880,44951,72,200000,50,10
FRACTURE_CLUSTER,45298,45371,74,200000,50,10
FRACTURE_CLUSTER,45604,45677,74,200000,50,10
FRACTURE_CLUSTER,46198,46265,68,200000,50,10
FRACTURE_CLUSTER,46318,46405,88,200000,50,10
FRACTURE_CLUSTER,46512,46561,50,200000,50,10
FRACTURE_CLUSTER,46918,46987,70,200000,50,10
FRACTURE_CLUSTER,47190,47279,90,200000,50,10
FRACTURE_CLUSTER,47844,47899,56,200000,50,10
FRACTURE_CLUSTER,48058,48115,58,200000,50,10
FRACTURE_CLUSTER,48660,48751,92,200000,50,10
FRACTURE_CLUSTER,48882,48959,78,200000,50,10
FRACTURE_CLUSTER,49300,49351,52,200000,50,10
FRACTURE_CLUSTER,49558,49621,64,200000,50,10
FRACTURE_CLUSTER,49834,49907,74,200000,50,10
FRACTURE_CLUSTER,50200,50251,52,200000,50,10
FRACTURE_CLUSTER,50398,50467,70,200000,50,10
FRACTURE_CLUSTER,50608,50669,62,200000,50,10
FRACTURE_CLUSTER,50688,50737,50,200000,50,10
FRACTURE_CLUSTER,50878,50927,50,200000,50,10
FRACTURE_CLUSTER,51348,51419,72,200000,50,10
FRACTURE_CLUSTER,51742,51791,50,200000,50,10
FRACTURE_CLUSTER,51910,52015,106,200000,50,10
FRACTURE_CLUSTER,52060,52109,50,200000,50,10
FRACTURE_CLUSTER,52422,52495,74,200000,50,10
FRACTURE_CLUSTER,53272,53341,70,200000,50,10
FRACTURE_CLUSTER,53350,53405,56,200000,50,10
FRACTURE_CLUSTER,53440,53545,106,200000,50,10
FRACTURE_CLUSTER,53700,53749,50,200000,50,10
FRACTURE_CLUSTER,54004,54071,68,200000,50,10
FRACTURE_CLUSTER,54178,54269,92,200000,50,10
FRACTURE_CLUSTER,54594,54647,54,200000,50,10
FRACTURE_CLUSTER,54792,54841,50,200000,50,10
FRACTURE_CLUSTER,55372,55427,56,200000,50,10
FRACTURE_CLUSTER,55528,55601,74,200000,50,10
FRACTURE_CLUSTER,55702,55771,70,200000,50,10
FRACTURE_CLUSTER,56212,56261,50,200000,50,10
FRACTURE_CLUSTER,56314,56365,52,200000,50,10
FRACTURE_CLUSTER,57370,57481,112,200000,50,10
FRACTURE_CLUSTER,57504,57557,54,200000,50,10
FRACTURE_CLUSTER,57570,57629,60,200000,50,10
FRACTURE_CLUSTER,58252,58339,88,200000,50,10
FRACTURE_CLUSTER,58512,58565,54,200000,50,10
FRACTURE_CLUSTER,58774,58895,122,200000,50,10
FRACTURE_CLUSTER,59280,59335,56,200000,50,10
FRACTURE_CLUSTER,59848,59995,148,200000,50,10
FRACTURE_CLUSTER,60450,60499,50,200000,50,10
FRACTURE_CLUSTER,60784,60865,82,200000,50,10
FRACTURE_CLUSTER,60988,61121,134,200000,50,10
FRACTURE_CLUSTER,61240,61321,82,200000,50,10
FRACTURE_CLUSTER,61888,61937,50,200000,50,10
FRACTURE_CLUSTER,62232,62335,104,200000,50,10
FRACTURE_CLUSTER,62952,63005,54,200000,50,10
FRACTURE_CLUSTER,63120,63191,72,200000,50,10
FRACTURE_CLUSTER,63402,63455,54,200000,50,10
FRACTURE_CLUSTER,63874,63929,56,200000,50,10
FRACTURE_CLUSTER,63942,64027,86,200000,50,10
FRACTURE_CLUSTER,64068,64117,50,200000,50,10
FRACTURE_CLUSTER,64258,64397,140,200000,50,10
FRACTURE_CLUSTER,64474,64555,82,200000,50,10
FRACTURE_CLUSTER,64674,64789,116,200000,50,10
FRACTURE_CLUSTER,65194,65255,62,200000,50,10
FRACTURE_CLUSTER,65290,65387,98,200000,50,10
FRACTURE_CLUSTER,65994,66061,68,200000,50,10
FRACTURE_CLUSTER,66202,66325,124,200000,50,10
FRACTURE_CLUSTER,66630,66689,60,200000,50,10
FRACTURE_CLUSTER,67234,67301,68,200000,50,10
FRACTURE_CLUSTER,67644,67735,92,200000,50,10
FRACTURE_CLUSTER,68248,68317,70,200000,50,10
FRACTURE_CLUSTER,68358,68407,50,200000,50,10
FRACTURE_CLUSTER,68550,68635,86,200000,50,10
FRACTURE_CLUSTER,68752,68821,70,200000,50,10
FRACTURE_CLUSTER,69318,69367,50,200000,50,10
FRACTURE_CLUSTER,69564,69659,96,200000,50,10
FRACTURE_CLUSTER,69708,69769,62,200000,50,10
FRACTURE_CLUSTER,70474,70561,88,200000,50,10
FRACTURE_CLUSTER,70702,70787,86,200000,50,10
FRACTURE_CLUSTER,71172,71221,50,200000,50,10
FRACTURE_CLUSTER,71602,71699,98,200000,50,10
FRACTURE_CLUSTER,71952,72017,66,200000,50,10
FRACTURE_CLUSTER,72328,72391,64,200000,50,10
FRACTURE_CLUSTER,72580,72629,50,200000,50,10
FRACTURE_CLUSTER,73110,73159,50,200000,50,10
FRACTURE_CLUSTER,73182,73249,68,200000,50,10
FRACTURE_CLUSTER,73744,73829,86,200000,50,10
FRACTURE_CLUSTER,73900,73949,50,200000,50,10
FRACTURE_CLUSTER,73980,74035,56,200000,50,10
FRACTURE_CLUSTER,74442,74515,74,200000,50,10
FRACTURE_CLUSTER,74932,75017,86,200000,50,10
FRACTURE_CLUSTER,75262,75367,106,200000,50,10
FRACTURE_CLUSTER,75408,75505,98,200000,50,10
FRACTURE_CLUSTER,75798,75887,90,200000,50,10
FRACTURE_CLUSTER,77068,77197,130,200000,50,10
FRACTURE_CLUSTER,78028,78121,94,200000,50,10
FRACTURE_CLUSTER,78334,78419,86,200000,50,10
FRACTURE_CLUSTER,78580,78629,50,200000,50,10
FRACTURE_CLUSTER,78702,78779,78,200000,50,10
FRACTURE_CLUSTER,78924,79009,86,200000,50,10
FRACTURE_CLUSTER,79060,79139,80,200000,50,10
FRACTURE_CLUSTER,79452,79535,84,200000,50,10
FRACTURE_CLUSTER,79882,79945,64,200000,50,10
FRACTURE_CLUSTER,80088,80137,50,200000,50,10
FRACTURE_CLUSTER,80410,80459,50,200000,50,10
FRACTURE_CLUSTER,81222,81289,68,200000,50,10
FRACTURE_CLUSTER,82062,82111,50,200000,50,10
FRACTURE_CLUSTER,82294,82367,74,200000,50,10
FRACTURE_CLUSTER,82702,82751,50,200000,50,10
FRACTURE_CLUSTER,82888,82979,92,200000,50,10
FRACTURE_CLUSTER,83362,83419,58,200000,50,10
FRACTURE_CLUSTER,83704,83795,92,200000,50,10
FRACTURE_CLUSTER,83802,83851,50,200000,50,10
FRACTURE_CLUSTER,83932,84007,76,200000,50,10
FRACTURE_CLUSTER,84208,84299,92,200000,50,10
FRACTURE_CLUSTER,84720,84787,68,200000,50,10
FRACTURE_CLUSTER,84894,84947,54,200000,50,10
FRACTURE_CLUSTER,85030,85087,58,200000,50,10
FRACTURE_CLUSTER,85720,85807,88,200000,50,10
FRACTURE_CLUSTER,85944,85997,54,200000,50,10
FRACTURE_CLUSTER,86860,86921,62,200000,50,10
FRACTURE_CLUSTER,87120,87185,66,200000,50,10
FRACTURE_CLUSTER,88042,88099,58,200000,50,10
FRACTURE_CLUSTER,88134,88229,96,200000,50,10
FRACTURE_CLUSTER,88350,88415,66,200000,50,10
FRACTURE_CLUSTER,88678,88735,58,200000,50,10
FRACTURE_CLUSTER,89134,89209,76,200000,50,10
FRACTURE_CLUSTER,89668,89741,74,200000,50,10
FRACTURE_CLUSTER,90084,90167,84,200000,50,10
FRACTURE_CLUSTER,90718,90767,50,200000,50,10
FRACTURE_CLUSTER,90900,90961,62,200000,50,10
FRACTURE_CLUSTER,91300,91385,86,200000,50,10
FRACTURE_CLUSTER,92968,93025,58,200000,50,10
FRACTURE_CLUSTER,93402,93481,80,200000,50,10
FRACTURE_CLUSTER,93610,93707,98,200000,50,10
FRACTURE_CLUSTER,93790,93839,50,200000,50,10
FRACTURE_CLUSTER,94002,94069,68,200000,50,10
FRACTURE_CLUSTER,94618,94705,88,200000,50,10
FRACTURE_CLUSTER,95272,95389,118,200000,50,10
FRACTURE_CLUSTER,95638,95711,74,200000,50,10
FRACTURE_CLUSTER,96000,96059,60,200000,50,10
FRACTURE_CLUSTER,96084,96167,84,200000,50,10
FRACTURE_CLUSTER,96378,96451,74,200000,50,10
FRACTURE_CLUSTER,96610,96689,80,200000,50,10
FRACTURE_CLUSTER,97042,97115,74,200000,50,10
FRACTURE_CLUSTER,97248,97319,72,200000,50,10
FRACTURE_CLUSTER,97614,97711,98,200000,50,10
FRACTURE_CLUSTER,98022,98099,78,200000,50,10
FRACTURE_CLUSTER,98152,98207,56,200000,50,10
FRACTURE_CLUSTER,98520,98569,50,200000,50,10
FRACTURE_CLUSTER,99642,99695,54,200000,50,10
FRACTURE_CLUSTER,99990,100055,66,200000,50,10
FRACTURE_CLUSTER,100228,100277,50,200000,50,10
FRACTURE_CLUSTER,100848,100921,74,200000,50,10
FRACTURE_CLUSTER,101212,101291,80,200000,50,10
FRACTURE_CLUSTER,101874,101957,84,200000,50,10
FRACTURE_CLUSTER,102708,102757,50,200000,50,10
FRACTURE_CLUSTER,102894,102967,74,200000,50,10
FRACTURE_CLUSTER,102978,103069,92,200000,50,10
FRACTURE_CLUSTER,103084,103145,62,200000,50,10
FRACTURE_CLUSTER,103458,103507,50,200000,50,10
FRACTURE_CLUSTER,103830,103909,80,200000,50,10
FRACTURE_CLUSTER,104304,104381,78,200000,50,10
FRACTURE_CLUSTER,104388,104497,110,200000,50,10
FRACTURE_CLUSTER,104604,104657,54,200000,50,10
FRACTURE_CLUSTER,105138,105199,62,200000,50,10
FRACTURE_CLUSTER,105622,105679,58,200000,50,10
FRACTURE_CLUSTER,105972,106075,104,200000,50,10
FRACTURE_CLUSTER,106128,106195,68,200000,50,10
FRACTURE_CLUSTER,106458,106537,80,200000,50,10
FRACTURE_CLUSTER,107112,107179,68,200000,50,10
FRACTURE_CLUSTER,107368,107429,62,200000,50,10
FRACTURE_CLUSTER,107518,107599,82,200000,50,10
FRACTURE_CLUSTER,107944,108005,62,200000,50,10
FRACTURE_CLUSTER,108300,108371,72,200000,50,10
FRACTURE_CLUSTER,108630,108721,92,200000,50,10
FRACTURE_CLUSTER,109680,109739,60,200000,50,10
FRACTURE_CLUSTER,110092,110141,50,200000,50,10
FRACTURE_CLUSTER,110154,110239,86,200000,50,10
FRACTURE_CLUSTER,110794,110845,52,200000,50,10
FRACTURE_CLUSTER,111058,111119,62,200000,50,10
FRACTURE_CLUSTER,111264,111329,66,200000,50,10
FRACTURE_CLUSTER,111540,111589,50,200000,50,10
FRACTURE_CLUSTER,112342,112421,80,200000,50,10
FRACTURE_CLUSTER,112438,112487,50,200000,50,10
FRACTURE_CLUSTER,112620,112687,68,200000,50,10
FRACTURE_CLUSTER,113224,113311,88,200000,50,10
FRACTURE_CLUSTER,113352,113401,50,200000,50,10
FRACTURE_CLUSTER,114090,114139,50,200000,50,10
FRACTURE_CLUSTER,114360,114431,72,200000,50,10
FRACTURE_CLUSTER,114904,114959,56,200000,50,10
FRACTURE_CLUSTER,115368,115459,92,200000,50,10
FRACTURE_CLUSTER,116178,116231,54,200000,50,10
FRACTURE_CLUSTER,116304,116357,54,200000,50,10
FRACTURE_CLUSTER,116472,116525,54,200000,50,10
FRACTURE_CLUSTER,116700,116761,62,200000,50,10
FRACTURE_CLUSTER,117342,117415,74,200000,50,10
FRACTURE_CLUSTER,117444,117497,54,200000,50,10
FRACTURE_CLUSTER,118060,118121,62,200000,50,10
FRACTURE_CLUSTER,118222,118277,56,200000,50,10
FRACTURE_CLUSTER,118284,118357,74,200000,50,10
FRACTURE_CLUSTER,118744,118801,58,200000,50,10
FRACTURE_CLUSTER,119458,119525,68,200000,50,10
FRACTURE_CLUSTER,120180,120239,60,200000,50,10
FRACTURE_CLUSTER,120754,120809,56,200000,50,10
FRACTURE_CLUSTER,120934,120997,64,200000,50,10
FRACTURE_CLUSTER,121080,121145,66,200000,50,10
FRACTURE_CLUSTER,121630,121711,82,200000,50,10
FRACTURE_CLUSTER,121734,121801,68,200000,50,10
FRACTURE_CLUSTER,122764,122855,92,200000,50,10
FRACTURE_CLUSTER,123268,123319,52,200000,50,10
FRACTURE_CLUSTER,123840,123895,56,200000,50,10
FRACTURE_CLUSTER,124032,124111,80,200000,50,10
FRACTURE_CLUSTER,126148,126197,50,200000,50,10
FRACTURE_CLUSTER,126760,126821,62,200000,50,10
FRACTURE_CLUSTER,126862,126917,56,200000,50,10
FRACTURE_CLUSTER,127048,127135,88,200000,50,10
FRACTURE_CLUSTER,127152,127207,56,200000,50,10
FRACTURE_CLUSTER,127528,127585,58,200000,50,10
FRACTURE_CLUSTER,128032,128117,86,200000,50,10
FRACTURE_CLUSTER,128602,128681,80,200000,50,10
FRACTURE_CLUSTER,128878,128929,52,200000,50,10
FRACTURE_CLUSTER,129130,129179,50,200000,50,10
FRACTURE_CLUSTER,129282,129365,84,200000,50,10
FRACTURE_CLUSTER,129382,129431,50,200000,50,10
FRACTURE_CLUSTER,129772,129857,86,200000,50,10
FRACTURE_CLUSTER,130170,130225,56,200000,50,10
FRACTURE_CLUSTER,130882,130951,70,200000,50,10
FRACTURE_CLUSTER,131370,131437,68,200000,50,10
FRACTURE_CLUSTER,131968,132025,58,200000,50,10
FRACTURE_CLUSTER,132130,132197,68,200000,50,10
FRACTURE_CLUSTER,132994,133075,82,200000,50,10
FRACTURE_CLUSTER,133740,133795,56,200000,50,10
FRACTURE_CLUSTER,133848,133969,122,200000,50,10
FRACTURE_CLUSTER,134392,134459,68,200000,50,10
FRACTURE_CLUSTER,135748,135811,64,200000,50,10
FRACTURE_CLUSTER,135958,136007,50,200000,50,10
FRACTURE_CLUSTER,136102,136157,56,200000,50,10
FRACTURE_CLUSTER,137280,137329,50,200000,50,10
FRACTURE_CLUSTER,137490,137569,80,200000,50,10
FRACTURE_CLUSTER,137734,137797,64,200000,50,10
FRACTURE_CLUSTER,138000,138077,78,200000,50,10
FRACTURE_CLUSTER,138732,138815,84,200000,50,10
FRACTURE_CLUSTER,138990,139049,60,200000,50,10
FRACTURE_CLUSTER,139144,139195,52,200000,50,10
FRACTURE_CLUSTER,140262,140327,66,200000,50,10
FRACTURE_CLUSTER,140488,140561,74,200000,50,10
FRACTURE_CLUSTER,140838,140891,54,200000,50,10
FRACTURE_CLUSTER,141298,141379,82,200000,50,10
FRACTURE_CLUSTER,141984,142037,54,200000,50,10
FRACTURE_CLUSTER,142810,142867,58,200000,50,10
FRACTURE_CLUSTER,142980,143075,96,200000,50,10
FRACTURE_CLUSTER,143350,143419,70,200000,50,10
FRACTURE_CLUSTER,144072,144139,68,200000,50,10
FRACTURE_CLUSTER,144234,144331,98,200000,50,10
FRACTURE_CLUSTER,144642,144691,50,200000,50,10
FRACTURE_CLUSTER,144792,144851,60,200000,50,10
FRACTURE_CLUSTER,146418,146477,60,200000,50,10
FRACTURE_CLUSTER,146742,146795,54,200000,50,10
FRACTURE_CLUSTER,147012,147061,50,200000,50,10
FRACTURE_CLUSTER,147424,147511,88,200000,50,10
FRACTURE_CLUSTER,147688,147779,92,200000,50,10
FRACTURE_CLUSTER,147894,147989,96,200000,50,10
FRACTURE_CLUSTER,148564,148639,76,200000,50,10
FRACTURE_CLUSTER,149550,149705,156,200000,50,10
FRACTURE_CLUSTER,150732,150797,66,200000,50,10
FRACTURE_CLUSTER,151420,151475,56,200000,50,10
FRACTURE_CLUSTER,152100,152149,50,200000,50,10
FRACTURE_CLUSTER,152352,152401,50,200000,50,10
FRACTURE_CLUSTER,153150,153211,62,200000,50,10
FRACTURE_CLUSTER,153352,153431,80,200000,50,10
FRACTURE_CLUSTER,153672,153725,54,200000,50,10
FRACTURE_CLUSTER,153778,153871,94,200000,50,10
FRACTURE_CLUSTER,154348,154519,172,200000,50,10
FRACTURE_CLUSTER,155434,155507,74,200000,50,10
FRACTURE_CLUSTER,155910,156031,122,200000,50,10
FRACTURE_CLUSTER,156048,156115,68,200000,50,10
FRACTURE_CLUSTER,156808,156899,92,200000,50,10
FRACTURE_CLUSTER,157572,157651,80,200000,50,10
FRACTURE_CLUSTER,158128,158207,80,200000,50,10
FRACTURE_CLUSTER,158364,158425,62,200000,50,10
FRACTURE_CLUSTER,158770,158821,52,200000,50,10
FRACTURE_CLUSTER,159028,159085,58,200000,50,10
