belt_type,n_start,n_end,length,threshold,window,need
FRACTURE_BELT_HAT,15808,15887,80,200000,50,10
FRACTURE_BELT_HAT,15994,16061,68,200000,50,10
FRACTURE_BELT_HAT,16102,16199,98,200000,50,10
FRACTURE_BELT_HAT,16228,16319,92,200000,50,10
FRACTURE_BELT_HAT,16434,16507,74,200000,50,10
FRACTURE_BELT_HAT,16530,16619,90,200000,50,10
FRACTURE_BELT_HAT,16750,16837,88,200000,50,10
FRACTURE_BELT_HAT,17130,17309,180,200000,50,10
FRACTURE_BELT_HAT,17424,17477,54,200000,50,10
FRACTURE_BELT_HAT,17508,17561,54,200000,50,10
FRACTURE_BELT_HAT,17572,17641,70,200000,50,10
FRACTURE_BELT_HAT,17844,17909,66,200000,50,10
FRACTURE_BELT_HAT,17974,18047,74,200000,50,10
FRACTURE_BELT_HAT,18154,18211,58,200000,50,10
FRACTURE_BELT_HAT,18370,18439,70,200000,50,10
FRACTURE_BELT_HAT,18462,18545,84,200000,50,10
FRACTURE_BELT_HAT,18598,18679,82,200000,50,10
FRACTURE_BELT_HAT,18688,18785,98,200000,50,10
FRACTURE_BELT_HAT,18798,18905,108,200000,50,10
FRACTURE_BELT_HAT,18958,19055,98,200000,50,10
FRACTURE_BELT_HAT,19272,19369,98,200000,50,10
FRACTURE_BELT_HAT,19618,19685,68,200000,50,10
FRACTURE_BELT_HAT,19780,19919,140,200000,50,10
FRACTURE_BELT_HAT,20050,20105,56,200000,50,10
FRACTURE_BELT_HAT,20190,20269,80,200000,50,10
FRACTURE_BELT_HAT,20410,20515,106,200000,50,10
FRACTURE_BELT_HAT,20548,20665,118,200000,50,10
FRACTURE_BELT_HAT,20782,20879,98,200000,50,10
FRACTURE_BELT_HAT,21244,21299,56,200000,50,10
FRACTURE_BELT_HAT,21408,21491,84,200000,50,10
FRACTURE_BELT_HAT,21628,21677,50,200000,50,10
FRACTURE_BELT_HAT,22152,22249,98,200000,50,10
FRACTURE_BELT_HAT,22308,22375,68,200000,50,10
FRACTURE_BELT_HAT,22450,22541,92,200000,50,10
FRACTURE_BELT_HAT,22800,22891,92,200000,50,10
FRACTURE_BELT_HAT,22942,22999,58,200000,50,10
FRACTURE_BELT_HAT,23334,23455,122,200000,50,10
FRACTURE_BELT_HAT,23680,23749,70,200000,50,10
FRACTURE_BELT_HAT,23902,23971,70,200000,50,10
FRACTURE_BELT_HAT,24114,24167,54,200000,50,10
FRACTURE_BELT_HAT,24208,24257,50,200000,50,10
FRACTURE_BELT_HAT,24270,24355,86,200000,50,10
FRACTURE_BELT_HAT,24454,24505,52,200000,50,10
FRACTURE_BELT_HAT,24510,24665,156,200000,50,10
FRACTURE_BELT_HAT,24880,24931,52,200000,50,10
FRACTURE_BELT_HAT,25000,25067,68,200000,50,10
FRACTURE_BELT_HAT,25348,25435,88,200000,50,10
FRACTURE_BELT_HAT,25462,25525,64,200000,50,10
FRACTURE_BELT_HAT,25542,25595,54,200000,50,10
FRACTURE_BELT_HAT,25762,25855,94,200000,50,10
FRACTURE_BELT_HAT,26020,26111,92,200000,50,10
FRACTURE_BELT_HAT,26262,26329,68,200000,50,10
FRACTURE_BELT_HAT,26434,26495,62,200000,50,10
FRACTURE_BELT_HAT,26520,26575,56,200000,50,10
FRACTURE_BELT_HAT,26820,26875,56,200000,50,10
FRACTURE_BELT_HAT,26958,27037,80,200000,50,10
FRACTURE_BELT_HAT,27084,27137,54,200000,50,10
FRACTURE_BELT_HAT,27184,27269,86,200000,50,10
FRACTURE_BELT_HAT,27310,27419,110,200000,50,10
FRACTURE_BELT_HAT,27544,27689,146,200000,50,10
FRACTURE_BELT_HAT,27840,27919,80,200000,50,10
FRACTURE_BELT_HAT,27964,28019,56,200000,50,10
FRACTURE_BELT_HAT,28198,28247,50,200000,50,10
FRACTURE_BELT_HAT,28314,28369,56,200000,50,10
FRACTURE_BELT_HAT,28374,28465,92,200000,50,10
FRACTURE_BELT_HAT,28932,29045,114,200000,50,10
FRACTURE_BELT_HAT,29440,29507,68,200000,50,10
FRACTURE_BELT_HAT,29632,29761,130,200000,50,10
FRACTURE_BELT_HAT,29982,30035,54,200000,50,10
FRACTURE_BELT_HAT,30252,30305,54,200000,50,10
FRACTURE_BELT_HAT,30438,30487,50,200000,50,10
FRACTURE_BELT_HAT,30558,30649,92,200000,50,10
FRACTURE_BELT_HAT,30700,30779,80,200000,50,10
FRACTURE_BELT_HAT,30958,31085,128,200000,50,10
FRACTURE_BELT_HAT,31404,31487,84,200000,50,10
FRACTURE_BELT_HAT,31740,31795,56,200000,50,10
FRACTURE_BELT_HAT,31830,31967,138,200000,50,10
FRACTURE_BELT_HAT,32262,32315,54,200000,50,10
FRACTURE_BELT_HAT,32628,32677,50,200000,50,10
FRACTURE_BELT_HAT,32848,32911,64,200000,50,10
FRACTURE_BELT_HAT,33184,33287,104,200000,50,10
FRACTURE_BELT_HAT,33624,33709,86,200000,50,10
FRACTURE_BELT_HAT,34032,34139,108,200000,50,10
FRACTURE_BELT_HAT,34378,34435,58,200000,50,10
FRACTURE_BELT_HAT,34530,34595,66,200000,50,10
FRACTURE_BELT_HAT,34668,34739,72,200000,50,10
FRACTURE_BELT_HAT,34884,35015,132,200000,50,10
FRACTURE_BELT_HAT,35170,35267,98,200000,50,10
FRACTURE_BELT_HAT,35598,35701,104,200000,50,10
FRACTURE_BELT_HAT,35904,35987,84,200000,50,10
FRACTURE_BELT_HAT,36054,36125,72,200000,50,10
FRACTURE_BELT_HAT,36132,36215,84,200000,50,10
FRACTURE_BELT_HAT,36354,36449,96,200000,50,10
FRACTURE_BELT_HAT,37102,37177,76,200000,50,10
FRACTURE_BELT_HAT,37792,37849,58,200000,50,10
FRACTURE_BELT_HAT,37900,37979,80,200000,50,10
FRACTURE_BELT_HAT,37992,38057,66,200000,50,10
FRACTURE_BELT_HAT,38074,38129,56,200000,50,10
FRACTURE_BELT_HAT,38368,38551,184,200000,50,10
FRACTURE_BELT_HAT,38760,38809,50,200000,50,10
FRACTURE_BELT_HAT,38952,39005,54,200000,50,10
FRACTURE_BELT_HAT,39162,39215,54,200000,50,10
FRACTURE_BELT_HAT,39388,39475,88,200000,50,10
FRACTURE_BELT_HAT,39702,39761,60,200000,50,10
FRACTURE_BELT_HAT,39882,39979,98,200000,50,10
FRACTURE_BELT_HAT,40242,40381,140,200000,50,10
FRACTURE_BELT_HAT,40612,40691,80,200000,50,10
FRACTURE_BELT_HAT,40704,40775,72,200000,50,10
FRACTURE_BELT_HAT,40942,41017,76,200000,50,10
FRACTURE_BELT_HAT,41260,41359,100,200000,50,10
FRACTURE_BELT_HAT,41644,41755,112,200000,50,10
FRACTURE_BELT_HAT,42102,42175,74,200000,50,10
FRACTURE_BELT_HAT,42228,42281,54,200000,50,10
FRACTURE_BELT_HAT,42580,42641,62,200000,50,10
FRACTURE_BELT_HAT,42844,42925,82,200000,50,10
FRACTURE_BELT_HAT,43200,43297,98,200000,50,10
FRACTURE_BELT_HAT,43314,43391,78,200000,50,10
FRACTURE_BELT_HAT,43482,43555,74,200000,50,10
FRACTURE_BELT_HAT,43690,43775,86,200000,50,10
FRACTURE_BELT_HAT,43798,43879,82,200000,50,10
FRACTURE_BELT_HAT,43908,43969,62,200000,50,10
FRACTURE_BELT_HAT,44280,44359,80,200000,50,10
FRACTURE_BELT_HAT,44460,44509,50,200000,50,10
FRACTURE_BELT_HAT,44700,44761,62,200000,50,10
FRACTURE_BELT_HAT,44880,44951,72,200000,50,10
FRACTURE_BELT_HAT,45298,45371,74,200000,50,10
FRACTURE_BELT_HAT,45604,45677,74,200000,50,10
FRACTURE_BELT_HAT,46198,46265,68,200000,50,10
FRACTURE_BELT_HAT,46318,46405,88,200000,50,10
FRACTURE_BELT_HAT,46512,46561,50,200000,50,10
FRACTURE_BELT_HAT,46918,46987,70,200000,50,10
FRACTURE_BELT_HAT,47190,47279,90,200000,50,10
FRACTURE_BELT_HAT,47844,47899,56,200000,50,10
FRACTURE_BELT_HAT,48058,48115,58,200000,50,10
FRACTURE_BELT_HAT,48660,48751,92,200000,50,10
FRACTURE_BELT_HAT,48882,48959,78,200000,50,10
FRACTURE_BELT_HAT,49300,49351,52,200000,50,10
FRACTURE_BELT_HAT,49558,49621,64,200000,50,10
FRACTURE_BELT_HAT,49834,49907,74,200000,50,10
FRACTURE_BELT_HAT,50200,50251,52,200000,50,10
FRACTURE_BELT_HAT,50398,50467,70,200000,50,10
FRACTURE_BELT_HAT,50608,50669,62,200000,50,10
FRACTURE_BELT_HAT,50688,50737,50,200000,50,10
FRACTURE_BELT_HAT,50878,50927,50,200000,50,10
FRACTURE_BELT_HAT,51348,51419,72,200000,50,10
FRACTURE_BELT_HAT,51742,51791,50,200000,50,10
FRACTURE_BELT_HAT,51910,52015,106,200000,50,10
FRACTURE_BELT_HAT,52060,52109,50,200000,50,10
FRACTURE_BELT_HAT,52422,52495,74,200000,50,10
FRACTURE_BELT_HAT,53272,53341,70,200000,50,10
FRACTURE_BELT_HAT,53350,53405,56,200000,50,10
FRACTURE_BELT_HAT,53440,53545,106,200000,50,10
FRACTURE_BELT_HAT,53700,53749,50,200000,50,10
FRACTURE_BELT_HAT,54004,54071,68,200000,50,10
FRACTURE_BELT_HAT,54178,54269,92,200000,50,10
FRACTURE_BELT_HAT,54594,54647,54,200000,50,10
FRACTURE_BELT_HAT,54792,54841,50,200000,50,10
FRACTURE_BELT_HAT,55372,55427,56,200000,50,10
FRACTURE_BELT_HAT,55528,55601,74,200000,50,10
FRACTURE_BELT_HAT,55702,55771,70,200000,50,10
FRACTURE_BELT_HAT,56212,56261,50,200000,50,10
FRACTURE_BELT_HAT,56314,56365,52,200000,50,10
FRACTURE_BELT_HAT,57370,57481,112,200000,50,10
FRACTURE_BELT_HAT,57504,57557,54,200000,50,10
FRACTURE_BELT_HAT,57570,57629,60,200000,50,10
FRACTURE_BELT_HAT,58252,58339,88,200000,50,10
FRACTURE_BELT_HAT,58512,58565,54,200000,50,10
FRACTURE_BELT_HAT,58774,58895,122,200000,50,10
FRACTURE_BELT_HAT,59280,59335,56,200000,50,10
FRACTURE_BELT_HAT,59848,59995,148,200000,50,10
FRACTURE_BELT_HAT,60450,60499,50,200000,50,10
FRACTURE_BELT_HAT,60784,60865,82,200000,50,10
FRACTURE_BELT_HAT,60988,61121,134,200000,50,10
FRACTURE_BELT_HAT,61240,61321,82,200000,50,10
FRACTURE_BELT_HAT,61888,61937,50,200000,50,10
FRACTURE_BELT_HAT,62232,62335,104,200000,50,10
FRACTURE_BELT_HAT,62952,63005,54,200000,50,10
FRACTURE_BELT_HAT,63120,63191,72,200000,50,10
FRACTURE_BELT_HAT,63402,63455,54,200000,50,10
FRACTURE_BELT_HAT,63874,63929,56,200000,50,10
FRACTURE_BELT_HAT,63942,64027,86,200000,50,10
FRACTURE_BELT_HAT,64068,64117,50,200000,50,10
FRACTURE_BELT_HAT,64258,64397,140,200000,50,10
FRACTURE_BELT_HAT,64474,64555,82,200000,50,10
FRACTURE_BELT_HAT,64674,64789,116,200000,50,10
FRACTURE_BELT_HAT,65194,65255,62,200000,50,10
FRACTURE_BELT_HAT,65290,65387,98,200000,50,10
FRACTURE_BELT_HAT,65994,66061,68,200000,50,10
FRACTURE_BELT_HAT,66202,66325,124,200000,50,10
FRACTURE_BELT_HAT,66630,66689,60,200000,50,10
FRACTURE_BELT_HAT,67234,67301,68,200000,50,10
FRACTURE_BELT_HAT,67644,67735,92,200000,50,10
FRACTURE_BELT_HAT,68248,68317,70,200000,50,10
FRACTURE_BELT_HAT,68358,68407,50,200000,50,10
FRACTURE_BELT_HAT,68550,68635,86,200000,50,10
FRACTURE_BELT_HAT,68752,68821,70,200000,50,10
FRACTURE_BELT_HAT,69318,69367,50,200000,50,10
FRACTURE_BELT_HAT,69564,69659,96,200000,50,10
FRACTURE_BELT_HAT,69708,69769,62,200000,50,10
FRACTURE_BELT_HAT,70474,70561,88,200000,50,10
FRACTURE_BELT_HAT,70702,70787,86,200000,50,10
FRACTURE_BELT_HAT,71172,71221,50,200000,50,10
FRACTURE_BELT_HAT,71602,71699,98,200000,50,10
FRACTURE_BELT_HAT,71952,72017,66,200000,50,10
FRACTURE_BELT_HAT,72328,72391,64,200000,50,10
FRACTURE_BELT_HAT,72580,72629,50,200000,50,10
FRACTURE_BELT_HAT,73110,73159,50,200000,50,10
FRACTURE_BELT_HAT,73182,73249,68,200000,50,10
FRACTURE_BELT_HAT,73744,73829,86,200000,50,10
FRACTURE_BELT_HAT,73900,73949,50,200000,50,10
FRACTURE_BELT_HAT,73980,74035,56,200000,50,10
FRACTURE_BELT_HAT,74442,74515,74,200000,50,10
FRACTURE_BELT_HAT,74932,75017,86,200000,50,10
FRACTURE_BELT_HAT,75262,75367,106,200000,50,10
FRACTURE_BELT_HAT,75408,75505,98,200000,50,10
FRACTURE_BELT_HAT,75798,75887,90,200000,50,10
FRACTURE_BELT_HAT,77068,77197,130,200000,50,10
FRACTURE_BELT_HAT,78028,78121,94,200000,50,10
FRACTURE_BELT_HAT,78334,78419,86,200000,50,10
FRACTURE_BELT_HAT,78580,78629,50,200000,50,10
FRACTURE_BELT_HAT,78702,78779,78,200000,50,10
FRACTURE_BELT_HAT,78924,79009,86,200000,50,10
FRACTURE_BELT_HAT,79060,79139,80,200000,50,10
FRACTURE_BELT_HAT,79452,79535,84,200000,50,10
FRACTURE_BELT_HAT,79882,79945,64,200000,50,10
FRACTURE_BELT_HAT,80088,80137,50,200000,50,10
FRACTURE_BELT_HAT,80410,80459,50,200000,50,10
FRACTURE_BELT_HAT,81222,81289,68,200000,50,10
FRACTURE_BELT_HAT,82062,82111,50,200000,50,10
FRACTURE_BELT_HAT,82294,82367,74,200000,50,10
FRACTURE_BELT_HAT,82702,82751,50,200000,50,10
FRACTURE_BELT_HAT,82888,82979,92,200000,50,10
FRACTURE_BELT_HAT,83362,83419,58,200000,50,10
FRACTURE_BELT_HAT,83704,83795,92,200000,50,10
FRACTURE_BELT_HAT,83802,83851,50,200000,50,10
FRACTURE_BELT_HAT,83932,84007,76,200000,50,10
FRACTURE_BELT_HAT,84208,84299,92,200000,50,10
FRACTURE_BELT_HAT,84720,84787,68,200000,50,10
FRACTURE_BELT_HAT,84894,84947,54,200000,50,10
FRACTURE_BELT_HAT,85030,85087,58,200000,50,10
FRACTURE_BELT_HAT,85720,85807,88,200000,50,10
FRACTURE_BELT_HAT,85944,85997,54,200000,50,10
FRACTURE_BELT_HAT,86860,86921,62,200000,50,10
FRACTURE_BELT_HAT,87120,87185,66,200000,50,10
FRACTURE_BELT_HAT,88042,88099,58,200000,50,10
FRACTURE_BELT_HAT,88134,88229,96,200000,50,10
FRACTURE_BELT_HAT,88350,88415,66,200000,50,10
FRACTURE_BELT_HAT,88678,88735,58,200000,50,10
FRACTURE_BELT_HAT,89134,89209,76,200000,50,10
FRACTURE_BELT_HAT,89668,89741,74,200000,50,10
FRACTURE_BELT_HAT,90084,90167,84,200000,50,10
FRACTURE_BELT_HAT,90718,90767,50,200000,50,10
FRACTURE_BELT_HAT,90900,90961,62,200000,50,10
FRACTURE_BELT_HAT,91300,91385,86,200000,50,10
FRACTURE_BELT_HAT,92968,93025,58,200000,50,10
FRACTURE_BELT_HAT,93402,93481,80,200000,50,10
FRACTURE_BELT_HAT,93610,93707,98,200000,50,10
FRACTURE_BELT_HAT,93790,93839,50,200000,50,10
FRACTURE_BELT_HAT,94002,94069,68,200000,50,10
FRACTURE_BELT_HAT,94618,94705,88,200000,50,10
FRACTURE_BELT_HAT,95272,95389,118,200000,50,10
FRACTURE_BELT_HAT,95638,95711,74,200000,50,10
FRACTURE_BELT_HAT,96000,96059,60,200000,50,10
FRACTURE_BELT_HAT,96084,96167,84,200000,50,10
FRACTURE_BELT_HAT,96378,96451,74,200000,50,10
FRACTURE_BELT_HAT,96610,96689,80,200000,50,10
FRACTURE_BELT_HAT,97042,97115,74,200000,50,10
FRACTURE_BELT_HAT,97248,97319,72,200000,50,10
FRACTURE_BELT_HAT,97614,97711,98,200000,50,10
FRACTURE_BELT_HAT,98022,98099,78,200000,50,10
FRACTURE_BELT_HAT,98152,98207,56,200000,50,10
FRACTURE_BELT_HAT,98520,98569,50,200000,50,10
FRACTURE_BELT_HAT,99642,99695,54,200000,50,10
FRACTURE_BELT_HAT,99990,100055,66,200000,50,10
FRACTURE_BELT_HAT,100228,100277,50,200000,50,10
FRACTURE_BELT_HAT,100848,100921,74,200000,50,10
FRACTURE_BELT_HAT,101212,101291,80,200000,50,10
FRACTURE_BELT_HAT,101874,101957,84,200000,50,10
FRACTURE_BELT_HAT,102708,102757,50,200000,50,10
FRACTURE_BELT_HAT,102894,102967,74,200000,50,10
FRACTURE_BELT_HAT,102978,103069,92,200000,50,10
FRACTURE_BELT_HAT,103084,103145,62,200000,50,10
FRACTURE_BELT_HAT,103458,103507,50,200000,50,10
FRACTURE_BELT_HAT,103830,103909,80,200000,50,10
FRACTURE_BELT_HAT,104304,104381,78,200000,50,10
FRACTURE_BELT_HAT,104388,104497,110,200000,50,10
FRACTURE_BELT_HAT,104604,104657,54,200000,50,10
FRACTURE_BELT_HAT,105138,105199,62,200000,50,10
FRACTURE_BELT_HAT,105622,105679,58,200000,50,10
FRACTURE_BELT_HAT,105972,106075,104,200000,50,10
FRACTURE_BELT_HAT,106128,106195,68,200000,50,10
FRACTURE_BELT_HAT,106458,106537,80,200000,50,10
FRACTURE_BELT_HAT,107112,107179,68,200000,50,10
FRACTURE_BELT_HAT,107368,107429,62,200000,50,10
FRACTURE_BELT_HAT,107518,107599,82,200000,50,10
FRACTURE_BELT_HAT,107944,108005,62,200000,50,10
FRACTURE_BELT_HAT,108300,108371,72,200000,50,10
FRACTURE_BELT_HAT,108630,108721,92,200000,50,10
FRACTURE_BELT_HAT,109680,109739,60,200000,50,10
FRACTURE_BELT_HAT,110092,110141,50,200000,50,10
FRACTURE_BELT_HAT,110154,110239,86,200000,50,10
FRACTURE_BELT_HAT,110794,110845,52,200000,50,10
FRACTURE_BELT_HAT,111058,111119,62,200000,50,10
FRACTURE_BELT_HAT,111264,111329,66,200000,50,10
FRACTURE_BELT_HAT,111540,111589,50,200000,50,10
FRACTURE_BELT_HAT,112342,112421,80,200000,50,10
FRACTURE_BELT_HAT,112438,112487,50,200000,50,10
FRACTURE_BELT_HAT,112620,112687,68,200000,50,10
FRACTURE_BELT_HAT,113224,113311,88,200000,50,10
FRACTURE_BELT_HAT,113352,113401,50,200000,50,10
FRACTURE_BELT_HAT,114090,114139,50,200000,50,10
FRACTURE_BELT_HAT,114360,114431,72,200000,50,10
FRACTURE_BELT_HAT,114904,114959,56,200000,50,10
FRACTURE_BELT_HAT,115368,115459,92,200000,50,10
FRACTURE_BELT_HAT,116178,116231,54,200000,50,10
FRACTURE_BELT_HAT,116304,116357,54,200000,50,10
FRACTURE_BELT_HAT,116472,116525,54,200000,50,10
FRACTURE_BELT_HAT,116700,116761,62,200000,50,10
FRACTURE_BELT_HAT,117342,117415,74,200000,50,10
FRACTURE_BELT_HAT,117444,117497,54,200000,50,10
FRACTURE_BELT_HAT,118060,118121,62,200000,50,10
FRACTURE_BELT_HAT,118222,118277,56,200000,50,10
FRACTURE_BELT_HAT,118284,118357,74,200000,50,10
FRACTURE_BELT_HAT,118744,118801,58,200000,50,10
FRACTURE_BELT_HAT,119458,119525,68,200000,50,10
FRACTURE_BELT_HAT,120180,120239,60,200000,50,10
FRACTURE_BELT_HAT,120754,120809,56,200000,50,10
FRACTURE_BELT_HAT,120934,120997,64,200000,50,10
FRACTURE_BELT_HAT,121080,121145,66,200000,50,10
FRACTURE_BELT_HAT,121630,121711,82,200000,50,10
FRACTURE_BELT_HAT,121734,121801,68,200000,50,10
FRACTURE_BELT_HAT,122764,122855,92,200000,50,10
FRACTURE_BELT_HAT,123268,123319,52,200000,50,10
FRACTURE_BELT_HAT,123840,123895,56,200000,50,10
FRACTURE_BELT_HAT,124032,124111,80,200000,50,10
FRACTURE_BELT_HAT,126148,126197,50,200000,50,10
FRACTURE_BELT_HAT,126760,126821,62,200000,50,10
FRACTURE_BELT_HAT,126862,126917,56,200000,50,10
FRACTURE_BELT_HAT,127048,127135,88,200000,50,10
FRACTURE_BELT_HAT,127152,127207,56,200000,50,10
FRACTURE_BELT_HAT,127528,127585,58,200000,50,10
FRACTURE_BELT_HAT,128032,128117,86,200000,50,10
FRACTURE_BELT_HAT,128602,128681,80,200000,50,10
FRACTURE_BELT_HAT,128878,128929,52,200000,50,10
FRACTURE_BELT_HAT,129130,129179,50,200000,50,10
FRACTURE_BELT_HAT,129282,129365,84,200000,50,10
FRACTURE_BELT_HAT,129382,129431,50,200000,50,10
FRACTURE_BELT_HAT,129772,129857,86,200000,50,10
FRACTURE_BELT_HAT,130170,130225,56,200000,50,10
FRACTURE_BELT_HAT,130882,130951,70,200000,50,10
FRACTURE_BELT_HAT,131370,131437,68,200000,50,10
FRACTURE_BELT_HAT,131968,132025,58,200000,50,10
FRACTURE_BELT_HAT,132130,132197,68,200000,50,10
FRACTURE_BELT_HAT,132994,133075,82,200000,50,10
FRACTURE_BELT_HAT,133740,133795,56,200000,50,10
FRACTURE_BELT_HAT,133848,133969,122,200000,50,10
FRACTURE_BELT_HAT,134392,134459,68,200000,50,10
FRACTURE_BELT_HAT,135748,135811,64,200000,50,10
FRACTURE_BELT_HAT,135958,136007,50,200000,50,10
FRACTURE_BELT_HAT,136102,136157,56,200000,50,10
FRACTURE_BELT_HAT,137280,137329,50,200000,50,10
FRACTURE_BELT_HAT,137490,137569,80,200000,50,10
FRACTURE_BELT_HAT,137734,137797,64,200000,50,10
FRACTURE_BELT_HAT,138000,138077,78,200000,50,10
FRACTURE_BELT_HAT,138732,138815,84,200000,50,10
FRACTURE_BELT_HAT,138990,139049,60,200000,50,10
FRACTURE_BELT_HAT,139144,139195,52,200000,50,10
FRACTURE_BELT_HAT,140262,140327,66,200000,50,10
FRACTURE_BELT_HAT,140488,140561,74,200000,50,10
FRACTURE_BELT_HAT,140838,140891,54,200000,50,10
FRACTURE_BELT_HAT,141298,141379,82,200000,50,10
FRACTURE_BELT_HAT,141984,142037,54,200000,50,10
FRACTURE_BELT_HAT,142810,142867,58,200000,50,10
FRACTURE_BELT_HAT,142980,143075,96,200000,50,10
FRACTURE_BELT_HAT,143350,143419,70,200000,50,10
FRACTURE_BELT_HAT,144072,144139,68,200000,50,10
FRACTURE_BELT_HAT,144234,144331,98,200000,50,10
FRACTURE_BELT_HAT,144642,144691,50,200000,50,10
FRACTURE_BELT_HAT,144792,144851,60,200000,50,10
FRACTURE_BELT_HAT,146418,146477,60,200000,50,10
FRACTURE_BELT_HAT,146742,146795,54,200000,50,10
FRACTURE_BELT_HAT,147012,147061,50,200000,50,10
FRACTURE_BELT_HAT,147424,147511,88,200000,50,10
FRACTURE_BELT_HAT,147688,147779,92,200000,50,10
FRACTURE_BELT_HAT,147894,147989,96,200000,50,10
FRACTURE_BELT_HAT,148564,148639,76,200000,50,10
FRACTURE_BELT_HAT,149550,149705,156,200000,50,10
FRACTURE_BELT_HAT,150732,150797,66,200000,50,10
FRACTURE_BELT_HAT,151420,151475,56,200000,50,10
FRACTURE_BELT_HAT,152100,152149,50,200000,50,10
FRACTURE_BELT_HAT,152352,152401,50,200000,50,10
